Year,Plot,Subplot,Plant,Seeds_GF,Fruit_GF,visits_GF,ID,homo_motif,hete_motif,Strength,StrengthIn,StrengthOut,Degree,DegreeIn,DegreeOut,PageRank,Hub,Authority,Katz,Multiplexity,Kcore
2020,5,C1,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,C2,LEMA,51,1,1,Brassicogethes_sp.,11,0,1.025,0.025,1,2,1,1,0.0718995821681613,1,0,0.999999999991601,0.5,2
2020,5,C3,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,C3,PUPA,138,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,C4,CHFU,192,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,C4,LEMA,156,4,3,Brassicogethes_sp.,11,0,1.075,0.075,1,2,1,1,0.113311720011675,1,0,0.999999999991601,0.5,2
2020,5,C5,CETE,499.5,4.5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,C5,CHFU,96,3,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,C5,LEMA,52,4,1,Cylindromyia_sp.,0,0,2,1,1,2,1,1,0.196241800777885,0,0,1,0.5,2
2020,5,C6,CETE,388.5,3.5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,C6,LEMA,180,5,1,Brassicogethes_sp.,3,0,1.06666666666667,0.0666666666666667,1,4,2,2,0.0950965771008898,0.746296095912046,0,0.999999999991601,0.5,4
2020,5,C6,LEMA,180,5,1,Psilothrix_viridicoerulea,11,0,1.06666666666667,0.0666666666666667,1,4,2,2,0.0950965771008898,0.746296095912046,0,0.999999999991601,0.5,4
2020,5,D1,LEMA,58,1,0,None,0,0,1.04166666666667,0.0416666666666667,1,2,1,1,0.0743905081791329,0.492592191824093,0,0.999999999991601,0.5,2
2020,5,D2,CETE,777,7,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,D2,LEMA,58,1,0,None,0,0,2.15,1.15,1,6,3,3,0.206915378102281,0.418894618768197,0,0.999999999991601,0.5,4
2020,5,D3,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,D4,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,D5,LEMA,58,1,0,None,0,0,1.05,0.05,1,2,1,1,0.0926056510899183,0.999999999999999,0,0.999999999991601,0.5,2
2020,5,D6,LEMA,174,3,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,E1,LEMA,116,2,0,None,0,0,2.18333333333333,1.18333333333333,1,6,3,3,0.222491357521308,0.714026345591367,0,0.999999999991601,0.5,4
2020,5,E2,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,E3,CETE,444,4,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,E3,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,E4,CETE,444,4,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,E4,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,E4,PUPA,69,3,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,E5,LEMA,464,8,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,E6,LEMA,348,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,F1,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,F1,LEMA,58,1,0,None,0,0,1.55,0.55,1,4,2,2,0.124560058107653,0.679980165675372,0,0.999999999991601,0.5,4
2020,5,F2,CETE,444,4,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,F2,LEMA,58,1,0,None,0,0,1.24166666666667,0.241666666666667,1,4,2,2,0.240039059553188,0.943621354647122,0,0.999999999991601,0.5,4
2020,5,F3,LEMA,112.5,3,4,Brassicogethes_sp.,12,0,1.225,0.225,1,4,2,2,0.203608773731617,0.782539510781754,0,0.999999999991601,0.5,4
2020,5,F3,LEMA,112.5,3,3,Psilothrix_viridicoerulea,12,0,1.225,0.225,1,4,2,2,0.203608773731617,0.782539510781754,0,0.999999999991601,0.5,4
2020,5,F4,CETE,555,5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,F4,LEMA,58,1,0,None,0,0,1.20833333333333,0.208333333333333,1,4,2,2,0.201117847720646,0.855026340521169,0,0.999999999991601,0.5,4
2020,5,F5,CETE,666,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,F5,LEMA,202.5,5,2,Brassicogethes_sp.,11,0,1.05,0.05,1,2,1,1,0.0926056510899183,1,0,0.999999999991601,0.5,2
2020,5,F6,LEMA,85.5,3,6,Brassicogethes_sp.,15,0,1.73333333333333,0.733333333333333,1,6,3,3,0.25377832366013803,0.780569431186033,0,0.999999999991601,0.5,4
2020,5,F6,LEMA,85.5,3,2,Psilothrix_viridicoerulea,11,0,1.73333333333333,0.733333333333333,1,6,3,3,0.25377832366013803,0.780569431186033,0,0.999999999991601,0.5,4
2020,5,F6,LEMA,85.5,3,1,Ulidiidae,1,0,1.73333333333333,0.733333333333333,1,6,3,3,0.25377832366013803,0.780569431186033,0,0.999999999991601,0.5,4
2020,6,A3,CETE,666,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,B5,PUPA,437,19,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,C3,PUPA,184,8,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,F3,PUPA,230,10,0,None,0,0,1.2,0.2,1,2,1,1,0.139691400286648,0,4.12396526538775e-5,0.413949168620209,0.5,2
2020,7,A1,CHFU,256,8,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A1,LEMA,116,2,0,None,0,0,1.54166666666667,0.541666666666667,1,4,2,2,0.157414943676832,0.148677123763885,7.64119978156055e-8,0.00208489819439013,0.166666666666667,4
2020,7,A1,PUPA,414,18,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A1,SPRU,720,30,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A2,CETE,888,8,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A2,CHFU,96,3,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A2,LEMA,24,2,4,Brassicogethes_sp.,16,0,1.07272727272727,0.0727272727272727,1,2,1,1,0.168850016646369,1,2.51806821762666e-7,0.00388603736042936,0.166666666666667,2
2020,7,A2,PUPA,138,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A2,SPRU,936,39,0,None,0,0,2,1,1,2,1,1,0.154877593126733,0,0,2.91909823372963e-5,0.166666666666667,2
2020,7,A3,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A3,LEMA,135,5,2,Brassicogethes_sp.,5,0,1.03636363636364,0.0363636363636364,1,2,1,1,0.140847541060088,0.999999999999999,1.25903410900361e-7,0.00388603736042936,0.166666666666667,2
2020,7,A3,SPRU,744,31,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A4,CETE,444,4,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A4,CHFU,0,2,1,Black_small_fly,3,0,1.25,0.25,1,2,1,1,0.173171113757388,0,0,1.46759010826098e-5,0.166666666666667,2
2020,7,A4,LEMA,66,2,2,Brassicogethes_sp.,1,0,1.16136363636364,0.161363636363636,1,4,2,2,0.185673652477442,0.564620456205036,3.35840082333035e-7,0.00337593977308873,0.166666666666667,4
2020,7,A4,LEMA,66,2,3,Psilothrix_viridicoerulea,2,0,1.16136363636364,0.161363636363636,1,4,2,2,0.185673652477442,0.564620456205036,3.35840082333035e-7,0.00337593977308873,0.166666666666667,4
2020,7,A4,PUPA,230,10,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A4,SPRU,4656,194,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A5,CETE,1110,10,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A5,CHFU,64,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A5,LEMA,232,4,0,None,0,0,1.58333333333333,0.583333333333333,1,4,2,2,0.165656788346543,0.189478202403065,1.5750165094809e-7,0.0025227234425094,0.166666666666667,4
2020,7,A5,PUPA,92,4,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A5,SPRU,960,40,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A6,CETE,666,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A6,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A6,LEMA,290,5,0,None,0,0,2.01818181818182,1.01818181818182,1,4,2,2,0.170429152183274,0.514664775887774,7.10496105044664e-8,0.00257401589777835,0.166666666666667,2
2020,7,A6,PUPA,253,11,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,A6,SPRU,768,32,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B1,CETE,666,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B1,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B1,LEMA,174,3,0,None,0,0,1.13251366120219,0.132513661202186,1,4,2,2,0.175067382831454,0.42084613414401,1.98371712479117e-7,0.00215424530187594,0.166666666666667,4
2020,7,B1,PUPA,276,12,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B1,SPRU,1200,50,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B2,CETE,222,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B2,CHFU,128,4,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B2,LEMA,348,6,0,None,0,0,2.06915052160954,1.06915052160954,1,6,3,3,0.192640943800137,0.610181267432803,1.86051295443933e-7,0.00241822560041264,0.166666666666667,4
2020,7,B2,PUPA,138,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B3,CETE,1776,16,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B3,LEMA,290,5,0,None,0,0,1.20560109289617,0.205601092896175,1,4,2,2,0.235581246210965,0.496304862062358,2.64691995493107e-7,0.00170007257397421,0.166666666666667,4
2020,7,B3,PUPA,230,10,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B3,SPRU,960,40,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B4,CETE,1110,10,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B4,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B4,LEMA,511,7,3,Andrena_2_10_3,13,0,1.10902881271734,0.109028812717337,1,6,3,3,0.174126583485476,0.565972648742331,1.91344527431275e-7,0.00232427783098948,0.166666666666667,6
2020,7,B4,LEMA,511,7,1,Brassicogethes_sp.,16,0,1.10902881271734,0.109028812717337,1,6,3,3,0.174126583485476,0.565972648742331,1.91344527431275e-7,0.00232427783098948,0.166666666666667,6
2020,7,B4,LEMA,511,7,1,Psilothrix_viridicoerulea,7,0,1.10902881271734,0.109028812717337,1,6,3,3,0.174126583485476,0.565972648742331,1.91344527431275e-7,0.00232427783098948,0.166666666666667,6
2020,7,B4,PUPA,92,4,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B4,SPRU,720,30,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B5,CETE,1776,16,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B5,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B5,LEMA,39,3,10,Andrena_2_10_3,13,0,1.21847988077496,0.218479880774963,1,4,2,2,0.262642922451271,0.629614311975196,3.83568221348697e-7,0.00210177197539559,0.166666666666667,4
2020,7,B5,LEMA,39,3,3,Brassicogethes_sp.,16,0,1.21847988077496,0.218479880774963,1,4,2,2,0.262642922451271,0.629614311975196,3.83568221348697e-7,0.00210177197539559,0.166666666666667,4
2020,7,B5,PUPA,138,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B5,SPRU,1440,60,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B6,CETE,555,5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B6,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B6,LEMA,58,1,0,None,0,0,1.13114754098361,0.131147540983607,1,2,1,1,0.199080380352239,0.518498605567754,1.55770484030525e-7,0.00156649235988547,0.166666666666667,2
2020,7,B6,PUPA,138,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,B6,SPRU,336,14,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C1,LEMA,174,3,0,None,0,0,1.10902881271734,0.109028812717337,1,6,3,3,0.174126583485477,0.565972648742331,1.91344527442415e-7,0.00232427783098948,0.166666666666667,6
2020,7,C1,PUPA,46,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C1,SPRU,168,7,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C2,CETE,999,9,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C2,CHFU,128,4,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C2,LEMA,250,5,2,Andrena_2_10_3,13,0,1.05096870342772,0.0509687034277198,1,4,2,2,0.148405131986556,0.678999070378503,1.01894326460282e-7,0.00233967402673343,0.166666666666667,4
2020,7,C2,LEMA,250,5,1,Brassicogethes_sp.,2,0,1.05096870342772,0.0509687034277198,1,4,2,2,0.148405131986556,0.678999070378503,1.01894326460282e-7,0.00233967402673343,0.166666666666667,4
2020,7,C2,PUPA,299,13,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C3,CETE,111,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C3,CHFU,64,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C3,LEMA,116,2,0,None,0,0,1.01818181818182,0.0181818181818182,1,2,1,1,0.126846303266947,1,6.29517054474374e-8,0.00388603736042936,0.166666666666667,2
2020,7,C3,PUPA,161,7,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C3,SPRU,816,34,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C4,CETE,0,4,1,Lasioglossum_sp.,0,3,2,1,1,2,1,1,0.140295299122477,9.19837833809564e-7,0.00263300515412618,0.0121119971741987,0.166666666666667,2
2020,7,C4,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C4,LEMA,116,2,0,None,0,0,2.26136363636364,1.26136363636364,1,10,5,5,0.254509520824873,0.307242352345814,5.59569879351835e-5,0.0134962533370702,0.166666666666667,6
2020,7,C4,PUPA,92,4,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C5,CETE,666,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C5,LEMA,49,1,1,Brassicogethes_sp.,16,0,1.01818181818182,0.0181818181818182,1,2,1,1,0.126846303266946,1,6.29517054479695e-8,0.00388603736042936,0.166666666666667,2
2020,7,C5,PUPA,92,4,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C5,SPRU,960,40,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C6,CETE,111,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,C6,LEMA,192,3,1,Black_beetle_1_10_03,1,0,1.62727272727273,0.627272727272727,1,4,2,2,0.233781378620287,0.877462469149051,4.5820580804312e-7,0.0035873353026013,0.166666666666667,4
2020,7,C6,LEMA,192,3,7,Brassicogethes_sp.,20,0,1.62727272727273,0.627272727272727,1,4,2,2,0.233781378620287,0.877462469149051,4.5820580804312e-7,0.0035873353026013,0.166666666666667,4
2020,7,C6,PUPA,115,5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D1,CETE,888,8,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D1,CHFU,160,5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D1,LEMA,116,2,0,None,0,0,1.3166915052161,0.316691505216095,1,6,3,3,0.275790126516416,0.557599269138167,4.79272871373887e-5,0.00665614297927189,0.166666666666667,6
2020,7,D1,SPRU,1776,74,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D2,CETE,2442,22,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D2,CHFU,96,3,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D2,LEMA,116,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D2,SPRU,2232,93,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D3,CETE,666,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D3,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D3,LEMA,116,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D3,PUPA,126.5,5.5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D4,CETE,1665,15,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D4,LEMA,116,2,0,None,0,0,3,2,1,4,2,2,0.303512893643436,0,0,1.79228786413825e-5,0.166666666666667,2
2020,7,D4,PUPA,184,8,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D4,SPRU,360,15,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D5,CETE,888,8,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D5,LEMA,174,3,0,None,0,0,2.06736214605067,1.06736214605067,1,6,3,3,0.188874931604537,0.513439943453951,1.3697772231097e-7,0.00190421501724686,0.166666666666667,4
2020,7,D5,PUPA,161,7,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D5,SPRU,1824,76,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D6,CETE,222,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D6,CHFU,64,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,D6,LEMA,114,3,4,Brassicogethes_sp.,16,0,2.80606060606061,1.80606060606061,1,8,4,4,0.292666263994045,0.443714620443936,2.19104816903404e-4,0.0312400823900549,0.166666666666667,4
2020,7,D6,LEMA,114,3,1,Lasioglossum_sp.,2,1,2.80606060606061,1.80606060606061,1,8,4,4,0.292666263994045,0.443714620443936,2.19104816903404e-4,0.0312400823900549,0.166666666666667,4
2020,7,D6,LEMA,114,3,1,Nemotelus_sp.,0,0,2.80606060606061,1.80606060606061,1,8,4,4,0.292666263994045,0.443714620443936,2.19104816903404e-4,0.0312400823900549,0.166666666666667,4
2020,7,D6,LEMA,114,3,4,Sphaerophoria_scripta,6,2,2.80606060606061,1.80606060606061,1,8,4,4,0.292666263994045,0.443714620443936,2.19104816903404e-4,0.0312400823900549,0.166666666666667,4
2020,7,D6,PUPA,230,10,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E1,CHFU,182,7,1,Black_small_fly,3,0,1.25,0.25,1,2,1,1,0.173171113757389,0,0,1.46759010826098e-5,0.166666666666667,2
2020,7,E1,LEMA,174,3,0,None,0,0,2.53636363636364,1.53636363636364,1,6,3,3,0.206835982433907,0.509375219155706,1.49359862433292e-7,0.00253755536064157,0.166666666666667,4
2020,7,E1,PUPA,46,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E2,CETE,1221,11,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E2,CHFU,128,4,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E2,LEMA,348,6,0,None,0,0,1.27954545454545,0.279545454545455,1,6,3,3,0.216043917769065,0.560858198244889,4.79859910987674e-5,0.0127068924651544,0.166666666666667,6
2020,7,E2,PUPA,322,14,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E2,SPRU,792,33,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E3,CETE,2886,26,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E3,CHFU,64,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E3,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E3,PUPA,184,8,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E3,SPRU,1440,60,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E4,CETE,1554,14,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E4,CHFU,102,6,1,Black_small_fly,3,0,1.25,0.25,1,2,1,1,0.173171113757388,0,0,1.46759010826098e-5,0.166666666666667,2
2020,7,E4,LEMA,174,3,0,None,0,0,1.1780303030303,0.178030303030303,1,6,3,3,0.17215860569769,0.594318133424359,4.7783081612362e-5,0.019747615116482,0.166666666666667,6
2020,7,E4,PUPA,161,7,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E4,SPRU,1032,43,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E5,CETE,444,4,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E5,LEMA,116,2,0,None,0,0,1.375,0.375,1,4,2,2,0.155789931434712,0.147417975646708,3.60164115660174e-6,0.00596491610420196,0.166666666666667,4
2020,7,E5,PUPA,138,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E5,SPRU,3840,160,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E6,CETE,999,9,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E6,LEMA,88,2,1,Andrena_2_10_3,13,0,1.22548435171386,0.22548435171386,1,6,3,3,0.224000934090939,0.827675464032099,4.79843808541329e-5,0.0116331534440837,0.166666666666667,6
2020,7,E6,LEMA,88,2,6,Brassicogethes_sp.,20,0,1.22548435171386,0.22548435171386,1,6,3,3,0.224000934090939,0.827675464032099,4.79843808541329e-5,0.0116331534440837,0.166666666666667,6
2020,7,E6,LEMA,88,2,1,Sphaerophoria_scripta,6,2,1.22548435171386,0.22548435171386,1,6,3,3,0.224000934090939,0.827675464032099,4.79843808541329e-5,0.0116331534440837,0.166666666666667,6
2020,7,E6,PUPA,276,12,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,E6,SPRU,2736,114,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F1,CETE,999,9,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F1,CHFU,128,4,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F1,LEMA,232,4,0,None,0,0,1.04166666666667,0.0416666666666667,1,2,1,1,0.127787102612924,0.274367427008394,6.9978890515502e-8,0.00303587471486164,0.166666666666667,2
2020,7,F1,PUPA,138,6,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F1,SPRU,1150,25,1,Black_small_fly_SPRU,0,0,2,1,1,2,1,1,0.219420960643515,0,0,1.46759010826098e-5,0.166666666666667,2
2020,7,F2,CHFU,90,2,1,Black_small_fly,3,0,2.25,1.25,1,4,2,2,0.242953317334642,0,0,1.46759010826098e-5,0.166666666666667,2
2020,7,F2,CHFU,90,2,1,Ulidiidae,0,0,2.25,1.25,1,4,2,2,0.242953317334642,0,0,1.46759010826098e-5,0.166666666666667,2
2020,7,F2,LEMA,58,1,0,None,0,0,1.07445355191257,0.0744535519125683,1,4,2,2,0.149345931332534,0.437121546047968,1.08921511490969e-7,0.00205628647821086,0.166666666666667,4
2020,7,F2,PUPA,115,5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F2,SPRU,1080,45,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F3,CETE,9546,86,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F3,CHFU,64,2,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F3,LEMA,116,2,0,None,0,0,1.1108171882762,0.110817188276205,1,6,3,3,0.177348406918814,0.662272927628781,2.3482492237983e-7,0.00278818683109826,0.166666666666667,6
2020,7,F3,PUPA,103.5,4.5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F3,SPRU,672,28,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F4,CETE,555,5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F4,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F4,LEMA,120,2,1,Andrena_2_10_3,13,0,1.4679085941381,0.467908594138102,1,10,5,5,0.201994848171937,0.365034081089156,4.93569947934987e-5,0.0144003321821016,0.166666666666667,6
2020,7,F4,LEMA,120,2,1,Andrena_sp.,1,0,1.4679085941381,0.467908594138102,1,10,5,5,0.201994848171937,0.365034081089156,4.93569947934987e-5,0.0144003321821016,0.166666666666667,6
2020,7,F4,LEMA,120,2,1,Brassicogethes_sp.,16,0,1.4679085941381,0.467908594138102,1,10,5,5,0.201994848171937,0.365034081089156,4.93569947934987e-5,0.0144003321821016,0.166666666666667,6
2020,7,F4,LEMA,120,2,2,Psilothrix_viridicoerulea,8,0,1.4679085941381,0.467908594138102,1,10,5,5,0.201994848171937,0.365034081089156,4.93569947934987e-5,0.0144003321821016,0.166666666666667,6
2020,7,F4,LEMA,120,2,1,Sphaerophoria_scripta,6,2,1.4679085941381,0.467908594138102,1,10,5,5,0.201994848171937,0.365034081089156,4.93569947934987e-5,0.0144003321821016,0.166666666666667,6
2020,7,F4,PUPA,368,16,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F4,SPRU,2400,100,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F5,CETE,721.5,6.5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F5,LEMA,140,5,4,Brassicogethes_sp.,16,0,1.15606060606061,0.156060606060606,1,4,2,2,0.198734090924604,0.758122475669465,3.91764602734351e-7,0.00360264981190678,0.166666666666667,4
2020,7,F5,LEMA,140,5,2,Psilothrix_viridicoerulea,7,0,1.15606060606061,0.156060606060606,1,4,2,2,0.198734090924604,0.758122475669465,3.91764602734351e-7,0.00360264981190678,0.166666666666667,4
2020,7,F5,PUPA,195.5,8.5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F5,SPRU,1440,60,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,F6,CETE,499.5,4.5,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
