node_id,module,layer_id,type,species,layer_name,Plot
1,11,2,plant,A1 LEMA,LEMA,8
2,7,1,plant,A2 CHFU,CHFU,8
3,3,2,plant,A2 LEMA,LEMA,8
4,15,4,plant,A2 PUPA,PUPA,8
5,18,1,plant,A3 CHFU,CHFU,8
6,6,2,plant,A3 LEMA,LEMA,8
7,7,1,plant,A4 CHFU,CHFU,8
8,4,2,plant,A4 LEMA,LEMA,8
9,2,1,plant,A5 CHFU,CHFU,8
10,3,2,plant,A5 LEMA,LEMA,8
11,18,1,plant,A6 CHFU,CHFU,8
12,2,1,plant,B1 CHFU,CHFU,8
13,7,1,plant,B2 CHFU,CHFU,8
14,11,2,plant,B2 LEMA,LEMA,8
15,1,4,plant,B2 PUPA,PUPA,8
16,18,1,plant,B3 CHFU,CHFU,8
17,5,2,plant,B3 LEMA,LEMA,8
18,1,4,plant,B3 PUPA,PUPA,8
19,2,1,plant,B4 CHFU,CHFU,8
20,2,2,plant,B4 LEMA,LEMA,8
21,1,4,plant,B4 PUPA,PUPA,8
22,9,1,plant,B5 CHFU,CHFU,8
23,19,2,plant,B5 LEMA,LEMA,8
24,3,3,plant,B5 ME,ME,8
25,1,4,plant,B5 PUPA,PUPA,8
26,9,1,plant,B6 CHFU,CHFU,8
27,5,2,plant,B6 LEMA,LEMA,8
28,8,4,plant,B6 PUPA,PUPA,8
29,11,2,plant,C1 LEMA,LEMA,8
30,13,1,plant,C2 CHFU,CHFU,8
31,5,2,plant,C2 LEMA,LEMA,8
32,1,4,plant,C2 PUPA,PUPA,8
33,14,1,plant,C3 CHFU,CHFU,8
34,5,2,plant,C3 LEMA,LEMA,8
35,1,4,plant,C3 PUPA,PUPA,8
36,2,1,plant,C4 CHFU,CHFU,8
37,5,2,plant,C4 LEMA,LEMA,8
38,1,4,plant,C4 PUPA,PUPA,8
39,6,3,plant,C5 ME,ME,8
40,8,4,plant,C5 PUPA,PUPA,8
41,7,1,plant,C6 CHFU,CHFU,8
42,1,4,plant,C6 PUPA,PUPA,8
43,16,1,plant,D1 CHFU,CHFU,8
44,12,2,plant,D1 LEMA,LEMA,8
45,13,1,plant,D2 CHFU,CHFU,8
46,12,2,plant,D2 LEMA,LEMA,8
47,1,4,plant,D2 PUPA,PUPA,8
48,9,1,plant,D3 CHFU,CHFU,8
49,5,2,plant,D3 LEMA,LEMA,8
50,1,4,plant,D3 PUPA,PUPA,8
51,3,2,plant,D4 LEMA,LEMA,8
52,1,4,plant,D4 PUPA,PUPA,8
53,9,1,plant,D5 CHFU,CHFU,8
54,12,2,plant,D5 LEMA,LEMA,8
55,1,4,plant,D5 PUPA,PUPA,8
56,9,1,plant,D6 CHFU,CHFU,8
57,5,2,plant,D6 LEMA,LEMA,8
58,8,4,plant,D6 PUPA,PUPA,8
59,7,1,plant,E1 CHFU,CHFU,8
60,5,2,plant,E1 LEMA,LEMA,8
61,15,4,plant,E1 PUPA,PUPA,8
62,3,1,plant,E2 CHFU,CHFU,8
63,7,2,plant,E2 LEMA,LEMA,8
64,10,3,plant,E2 ME,ME,8
65,1,4,plant,E2 PUPA,PUPA,8
66,2,1,plant,E3 CHFU,CHFU,8
67,5,2,plant,E3 LEMA,LEMA,8
68,1,4,plant,E3 PUPA,PUPA,8
69,4,1,plant,E4 CHFU,CHFU,8
70,4,2,plant,E4 LEMA,LEMA,8
71,6,1,plant,E5 CHFU,CHFU,8
72,5,2,plant,E5 LEMA,LEMA,8
73,4,4,plant,E5 PUPA,PUPA,8
74,12,2,plant,E6 LEMA,LEMA,8
75,4,3,plant,E6 ME,ME,8
76,8,4,plant,E6 PUPA,PUPA,8
77,11,2,plant,F1 LEMA,LEMA,8
78,1,4,plant,F1 PUPA,PUPA,8
79,3,2,plant,F2 LEMA,LEMA,8
80,10,4,plant,F2 PUPA,PUPA,8
81,9,1,plant,F3 CHFU,CHFU,8
82,2,2,plant,F3 LEMA,LEMA,8
83,1,4,plant,F3 PUPA,PUPA,8
84,2,1,plant,F4 CHFU,CHFU,8
85,5,2,plant,F4 LEMA,LEMA,8
86,1,4,plant,F4 PUPA,PUPA,8
87,10,3,plant,F5 ME,ME,8
88,8,4,plant,F5 PUPA,PUPA,8
