name,Plot,consp_prob,heter_prob,type,layer,number_plant_nodes_with_visits
A2 CETE,1,0.01020408163265306,0,plant,CETE,49
A3 CETE,1,7.461201309043781e-5,0.00343215260216023,plant,CETE,49
B1 CHFU,1,2.7357738133160204e-4,0.0015632993218949488,plant,CHFU,49
B4 CHFU,1,1.3678869066580102e-4,7.816496609474744e-4,plant,CHFU,49
C1 CHFU,1,4.103660719974024e-4,0.002344948982842419,plant,CHFU,49
D1 CHFU,1,2.7357738133160204e-4,0.0015632993218949488,plant,CHFU,49
E3 CHFU,1,4.103660719974026e-4,0.00234494898284242,plant,CHFU,49
F2 CHFU,1,0.01020408163265306,0,plant,CHFU,49
F3 CHFU,1,1.3678869066580102e-4,7.816496609474744e-4,plant,CHFU,49
F5 CHFU,1,2.7357738133160204e-4,0.0015632993218949488,plant,CHFU,49
A1 LEMA,1,0.0040930018609613055,0.001250639457515895,plant,LEMA,49
A2 LEMA,1,0.010232504652403265,0.0031265986437897376,plant,LEMA,49
A3 LEMA,1,0.01125575511764359,0.0034392585081687117,plant,LEMA,49
A4 LEMA,1,0.013302256048124244,0.00406457823692666,plant,LEMA,49
A5 LEMA,1,0.018418508374325855,0.005627877558821523,plant,LEMA,49
A6 LEMA,1,0.011255755117643587,0.0034392585081687117,plant,LEMA,49
B1 LEMA,1,0.010232504652403263,0.0031265986437897402,plant,LEMA,49
B2 LEMA,1,0.010232504652403263,0.0031265986437897402,plant,LEMA,49
B3 LEMA,1,0.010232504652403263,0.0031265986437897402,plant,LEMA,49
B4 LEMA,1,0.013302256048124243,0.00406457823692666,plant,LEMA,49
B5 LEMA,1,0.009209254187162928,0.0028139387794107614,plant,LEMA,49
B6 LEMA,1,0.010232504652403263,0.0031265986437897402,plant,LEMA,49
C1 LEMA,1,0.008186003721922611,0.00250127891503179,plant,LEMA,49
C2 LEMA,1,0.00818600372192261,0.002501278915031791,plant,LEMA,49
C3 LEMA,1,0.006139502791441957,0.0018759591862738429,plant,LEMA,49
C4 LEMA,1,0.005116252326201632,0.0015632993218948701,plant,LEMA,49
C5 LEMA,1,0.0020465009304806527,6.253197287579475e-4,plant,LEMA,49
C6 LEMA,1,0.004093001860961306,0.001250639457515896,plant,LEMA,49
D1 LEMA,1,0.006139502791441958,0.001875959186273844,plant,LEMA,49
D2 LEMA,1,0.009209254187162926,0.0028139387794107614,plant,LEMA,49
D3 LEMA,1,0.0051162523262016325,0.0015632993218948688,plant,LEMA,49
D4 LEMA,1,0.013302256048124244,0.00406457823692666,plant,LEMA,49
D5 LEMA,1,0.010232504652403265,0.0031265986437897376,plant,LEMA,49
D6 LEMA,1,0.02148825977004686,0.00656585715195845,plant,LEMA,49
E1 LEMA,1,0.0040930018609613055,0.001250639457515895,plant,LEMA,49
E2 LEMA,1,0.02148825977004686,0.00656585715195845,plant,LEMA,49
E3 LEMA,1,0.010232504652403265,0.0031265986437897376,plant,LEMA,49
E4 LEMA,1,0.005116252326201632,0.0015632993218948701,plant,LEMA,49
E5 LEMA,1,0.006139502791441957,0.0018759591862738429,plant,LEMA,49
E6 LEMA,1,0.006139502791441958,0.001875959186273844,plant,LEMA,49
F1 LEMA,1,0.007162753256682281,0.002188619050652816,plant,LEMA,49
F2 LEMA,1,0.010232504652403263,0.0031265986437897402,plant,LEMA,49
F3 LEMA,1,0.009209254187162928,0.0028139387794107614,plant,LEMA,49
F4 LEMA,1,0.019441758839566198,0.005940537423200499,plant,LEMA,49
F5 LEMA,1,0.006139502791441956,0.0018759591862738429,plant,LEMA,49
F6 LEMA,1,0.009209254187162941,0.002813938779410766,plant,LEMA,49
C2 PUPA,1,3.1976577038759156e-5,4.689897965684787e-4,plant,PUPA,49
D6 PUPA,1,3.1976577038759156e-5,4.689897965684787e-4,plant,PUPA,49
F6 PUPA,1,9.592973111627751e-5,0.0014069693897054369,plant,PUPA,49
A4 BEMA,2,2.7744527911576552e-5,0.0017201607305177443,plant,BEMA,66
A3 CETE,2,1.35915508184108e-4,7.203521933757725e-4,plant,CETE,66
A5 CETE,2,2.71831016368216e-4,0.001440704386751545,plant,CETE,66
B1 CETE,2,3.5565276592077784e-4,0.0018849596593801226,plant,CETE,66
