Plot,G_F,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif
1,Flower_beetles,A1 LEMA,3,40,22
1,Small_flies,A1 LEMA,1,24,10
1,Flower_beetles,A2 LEMA,3,40,22
1,Small_flies,A2 CHFU,1,8,26
1,Small_flies,A2 LEMA,1,24,10
1,Flower_beetles,A3 CHFU,1,16,46
1,Flower_beetles,A3 LEMA,1,40,22
1,Small_flies,A3 LEMA,1,24,10
1,Bees,A4 LEMA,1,2,0
1,Flower_beetles,A4 LEMA,2,40,22
1,Small_flies,A5 CHFU,1,8,26
1,Flower_beetles,A6 LEMA,2,40,22
1,Small_flies,A6 LEMA,1,24,10
1,Flower_beetles,B1 CHFU,1,16,46
1,Hoverflies,B1 CHFU,1,2,20
1,Hoverflies,B1 LEMA,1,14,8
1,Flower_beetles,B2 CHFU,1,16,46
1,Flower_beetles,B2 LEMA,1,40,22
1,Hoverflies,B2 LEMA,2,14,8
1,Small_flies,B2 LEMA,4,24,10
1,Flower_beetles,B5 LEMA,1,40,22
1,Flower_beetles,C1 LEMA,1,40,22
1,House_flies,C1 LEMA,1,2,0
1,Small_flies,C2 LEMA,1,24,10
1,Flower_beetles,C3 CHFU,1,16,46
1,Small_flies,C3 LEMA,1,24,10
1,Bees,C4 LEMA,2,2,0
1,Flower_beetles,C4 LEMA,2,40,22
1,Small_flies,C4 LEMA,1,24,10
1,Hoverflies,C5 LEMA,1,14,8
1,Small_flies,C5 LEMA,3,24,10
1,Flower_beetles,D1 CHFU,2,16,46
1,Flower_beetles,D2 LEMA,1,40,22
1,House_flies,D2 LEMA,1,2,0
1,Flower_beetles,D3 CHFU,2,16,46
1,Flower_beetles,D3 LEMA,3,40,22
1,Small_flies,D3 LEMA,2,24,10
1,Flower_beetles,D4 LEMA,1,40,22
1,Flower_beetles,D5 CHFU,1,16,46
1,Flower_beetles,D5 LEMA,1,40,22
1,Flower_beetles,D5 ME,1,2,60
1,Hoverflies,D5 ME,1,2,20
1,Small_flies,D5 CHFU,1,8,26
1,Flower_beetles,E1 LEMA,4,40,22
1,Flower_beetles,E2 LEMA,2,40,22
1,Hoverflies,E2 LEMA,2,14,8
1,Small_flies,E2 CHFU,1,8,26
1,Flower_beetles,E3 LEMA,3,40,22
1,Hoverflies,E3 CHFU,1,2,20
1,Hoverflies,E3 LEMA,2,14,8
1,Flower_beetles,E4 CHFU,1,16,46
1,Flower_beetles,E4 LEMA,3,40,22
1,Flower_beetles,E5 LEMA,2,40,22
1,Small_flies,E5 LEMA,1,24,10
1,Flower_beetles,E6 CHFU,1,16,46
1,Flower_beetles,E6 LEMA,2,40,22
1,Hoverflies,F1 LEMA,2,14,8
1,Hoverflies,F1 ME,1,2,20
1,Small_flies,F1 CHFU,1,8,26
1,Small_flies,F2 LEMA,1,24,10
1,Flower_beetles,F3 LEMA,3,40,22
1,Hoverflies,F3 LEMA,1,14,8
1,Small_flies,F3 LEMA,1,24,10
1,Flower_beetles,F4 LEMA,1,40,22
1,Flower_beetles,F5 ME,2,2,60
1,Hoverflies,F6 LEMA,2,14,8
2,Flower_beetles,A1 LEMA,1,26,32
2,Hoverflies,A1 LEMA,1,10,6
2,Small_flies,A1 LEMA,1,20,16
2,Flower_beetles,A3 CHFU,2,6,52
2,Small_flies,A3 LEMA,1,20,16
2,Small_flies,A4 LEMA,4,20,16
2,Hoverflies,A5 LEMA,2,10,6
2,Flower_beetles,B1 ME,3,22,36
2,Small_flies,B1 ME,1,10,26
2,Small_beetles,B2 CHFU,1,0,14
2,Flower_beetles,B3 LEMA,1,26,32
2,Flower_beetles,B4 LEMA,2,26,32
2,Flower_beetles,B5 LEMA,1,26,32
2,House_flies,B5 LEMA,2,2,4
2,Flower_beetles,B6 LEMA,1,26,32
2,Flower_beetles,C1 LEMA,1,26,32
2,Flower_beetles,C1 ME,1,22,36
2,Hoverflies,C1 LEMA,1,10,6
2,Small_flies,C1 LEMA,2,20,16
2,Flower_beetles,C3 CHFU,1,6,52
2,Flower_beetles,C3 LEMA,1,26,32
2,Small_flies,C3 LEMA,1,20,16
2,Flower_beetles,C5 ME,1,22,36
2,Hoverflies,C5 LEMA,1,10,6
2,Flower_beetles,C6 LEMA,1,26,32
2,Small_beetles,C6 LEMA,1,10,4
2,Flower_beetles,D1 CHFU,1,6,52
2,Flower_beetles,D1 ME,1,22,36
2,House_flies,D1 ME,1,2,4
2,Hoverflies,D1 LEMA,1,10,6
2,Small_beetles,D1 LEMA,1,10,4
2,Small_flies,D1 LEMA,3,20,16
2,Bees,D2 ME,1,2,4
2,House_flies,D3 LEMA,1,2,4
2,House_flies,D3 ME,1,2,4
2,Flower_beetles,D4 ME,1,22,36
2,Small_flies,D4 ME,2,10,26
2,Hoverflies,D5 ME,1,2,14
2,Hoverflies,D6 LEMA,1,10,6
2,Small_flies,D6 LEMA,1,20,16
2,Flower_beetles,E1 LEMA,2,26,32
2,Flower_beetles,E1 ME,1,22,36
2,Small_flies,E1 CHFU,1,2,34
2,Small_flies,E1 LEMA,2,20,16
2,Small_flies,E1 ME,3,10,26
2,Hoverflies,E2 CHFU,1,0,16
2,Small_flies,E2 CHFU,1,2,34
2,Small_flies,E2 LEMA,1,20,16
2,Small_beetles,E3 LEMA,1,10,4
2,Bees,E4 ME,1,2,4
2,Flower_beetles,E4 LEMA,1,26,32
2,Flower_beetles,E4 ME,3,22,36
2,Flower_beetles,E5 ME,1,22,36
2,Small_flies,E5 ME,1,10,26
2,Bees,E6 LEMA,1,0,6
2,Flower_beetles,E6 LEMA,4,26,32
2,Flower_beetles,E6 ME,1,22,36
2,Hoverflies,E6 ME,1,2,14
2,Small_beetles,E6 LEMA,1,10,4
2,Flower_beetles,F1 LEMA,1,26,32
2,Flower_beetles,F1 ME,1,22,36
2,Small_flies,F1 ME,2,10,26
2,Flower_beetles,F2 CHFU,1,6,52
2,Flower_beetles,F2 ME,1,22,36
2,Small_flies,F2 ME,1,10,26
2,Bees,F3 CHFU,1,0,6
2,Flower_beetles,F3 LEMA,4,26,32
2,Small_beetles,F3 LEMA,2,10,4
2,Small_beetles,F3 ME,1,0,14
2,Small_flies,F3 LEMA,3,20,16
2,Flower_beetles,F4 LEMA,1,26,32
2,Flower_beetles,F6 ME,1,22,36
2,Small_beetles,F6 LEMA,3,10,4
2,Small_flies,F6 LEMA,1,20,16
3,Small_flies,A1 CHFU,1,4,12
3,Flower_beetles,A5 LEMA,1,44,18
3,Hoverflies,A6 CHFU,1,4,20
3,Hoverflies,A6 LEMA,2,14,10
3,Flower_beetles,B1 LEMA,2,44,18
3,Hoverflies,B1 LEMA,2,14,10
3,Flower_beetles,B2 LEMA,2,44,18
3,Flower_beetles,B3 LEMA,2,44,18
3,Hoverflies,B3 LEMA,1,14,10
3,Flower_beetles,B5 LEMA,2,44,18
3,Flower_beetles,B6 LEMA,2,44,18
3,Flower_beetles,C1 LEMA,2,44,18
3,Bees,C3 ME,1,0,8
3,Flower_beetles,C3 ME,1,6,56
3,Hoverflies,C3 ME,1,2,22
3,Small_flies,C3 CHFU,1,4,12
3,Hoverflies,C4 CHFU,1,4,20
3,Flower_beetles,C5 ME,1,6,56
3,Flower_beetles,C6 CHFU,1,8,54
3,Flower_beetles,C6 LEMA,2,44,18
3,Flower_beetles,C6 ME,1,6,56
3,Small_beetles,C6 CHFU,1,6,6
3,Flower_beetles,D1 LEMA,3,44,18
3,Bees,D2 CHFU,4,0,8
3,Bees,D2 LEMA,1,4,4
3,Flower_beetles,D2 CHFU,1,8,54
3,Flower_beetles,D2 LEMA,2,44,18
3,Hoverflies,D2 CHFU,1,4,20
3,Small_beetles,D2 CHFU,1,6,6
3,Small_flies,D2 CHFU,1,4,12
3,Small_flies,D2 LEMA,1,10,6
3,Flower_beetles,D3 LEMA,3,44,18
3,Flower_beetles,D3 ME,1,6,56
3,Hoverflies,D3 LEMA,2,14,10
3,Hoverflies,D3 ME,1,2,22
3,Small_flies,D3 LEMA,1,10,6
3,Flower_beetles,D4 LEMA,1,44,18
3,Flower_beetles,D5 LEMA,2,44,18
3,Small_flies,D5 LEMA,1,10,6
3,Flower_beetles,D6 LEMA,5,44,18
3,Hoverflies,D6 LEMA,3,14,10
3,Flower_beetles,E1 CHFU,2,8,54
3,Flower_beetles,E1 LEMA,4,44,18
3,Small_beetles,E1 CHFU,1,6,6
3,Flower_beetles,E2 CHFU,1,8,54
3,Flower_beetles,E2 LEMA,4,44,18
