Plot,G_F,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif
1,Flower_beetles,A1 LEMA,3,42,18
1,Small_flies,A1 CHFU,1,6,28
1,Flower_beetles,A2 LEMA,3,42,18
1,Small_flies,A2 LEMA,2,24,10
1,Flower_beetles,A3 LEMA,2,42,18
1,Small_flies,A3 LEMA,1,24,10
1,Bees,A4 LEMA,1,2,0
1,Flower_beetles,A4 LEMA,2,42,18
1,Small_flies,A5 LEMA,1,24,10
1,Flower_beetles,A6 LEMA,2,42,18
1,Small_flies,A6 LEMA,1,24,10
1,Flower_beetles,B1 LEMA,1,42,18
1,Hoverflies,B1 CHFU,1,6,18
1,Hoverflies,B1 LEMA,1,16,8
1,Flower_beetles,B2 CHFU,1,12,48
1,Flower_beetles,B2 LEMA,1,42,18
1,Hoverflies,B2 CHFU,1,6,18
1,Hoverflies,B2 LEMA,1,16,8
1,Small_flies,B2 CHFU,1,6,28
1,Small_flies,B2 LEMA,3,24,10
1,Flower_beetles,B5 LEMA,1,42,18
1,Flower_beetles,C1 CHFU,1,12,48
1,House_flies,C1 LEMA,1,2,0
1,Small_flies,C2 LEMA,1,24,10
1,Flower_beetles,C3 LEMA,1,42,18
1,Small_flies,C3 LEMA,1,24,10
1,Bees,C4 LEMA,2,2,0
1,Flower_beetles,C4 LEMA,2,42,18
1,Small_flies,C4 LEMA,1,24,10
1,Hoverflies,C5 LEMA,1,16,8
1,Small_flies,C5 LEMA,3,24,10
1,Flower_beetles,D1 LEMA,2,42,18
1,Flower_beetles,D2 LEMA,1,42,18
1,House_flies,D2 LEMA,1,2,0
1,Flower_beetles,D3 LEMA,5,42,18
1,Small_flies,D3 LEMA,2,24,10
1,Flower_beetles,D4 CHFU,1,12,48
1,Flower_beetles,D5 CHFU,2,12,48
1,Flower_beetles,D5 LEMA,1,42,18
1,Hoverflies,D5 LEMA,1,16,8
1,Small_flies,D5 CHFU,1,6,28
1,Flower_beetles,E1 CHFU,1,12,48
1,Flower_beetles,E1 LEMA,3,42,18
1,Flower_beetles,E2 LEMA,2,42,18
1,Hoverflies,E2 LEMA,2,16,8
1,Small_flies,E2 LEMA,1,24,10
1,Flower_beetles,E3 CHFU,1,12,48
1,Flower_beetles,E3 LEMA,2,42,18
1,Hoverflies,E3 CHFU,1,6,18
1,Hoverflies,E3 LEMA,2,16,8
1,Flower_beetles,E4 LEMA,4,42,18
1,Flower_beetles,E5 LEMA,2,42,18
1,Small_flies,E5 LEMA,1,24,10
1,Flower_beetles,E6 CHFU,1,12,48
1,Flower_beetles,E6 LEMA,2,42,18
1,Hoverflies,F1 LEMA,3,16,8
1,Small_flies,F1 ME,1,0,34
1,Small_flies,F2 LEMA,1,24,10
1,Flower_beetles,F3 LEMA,3,42,18
1,Hoverflies,F3 LEMA,1,16,8
1,Small_flies,F3 CHFU,1,6,28
1,Flower_beetles,F4 ME,1,2,58
1,Flower_beetles,F5 LEMA,1,42,18
1,Flower_beetles,F5 ME,1,2,58
1,Hoverflies,F6 CHFU,1,6,18
1,Hoverflies,F6 LEMA,1,16,8
2,Flower_beetles,A1 LEMA,1,28,22
2,Hoverflies,A1 LEMA,1,12,4
2,Small_flies,A1 LEMA,1,24,20
2,Flower_beetles,A3 CHFU,1,8,42
2,Flower_beetles,A3 LEMA,1,28,22
2,Small_flies,A3 LEMA,1,24,20
2,Small_flies,A4 CHFU,2,10,34
2,Small_flies,A4 LEMA,2,24,20
2,Hoverflies,A5 LEMA,2,12,4
2,Flower_beetles,B1 LEMA,1,28,22
2,Flower_beetles,B1 ME,2,10,40
2,Small_flies,B1 LEMA,1,24,20
2,Small_beetles,B2 LEMA,1,10,4
2,Flower_beetles,B3 LEMA,1,28,22
2,Flower_beetles,B4 LEMA,2,28,22
2,Flower_beetles,B5 LEMA,1,28,22
2,House_flies,B5 LEMA,2,4,2
2,Flower_beetles,B6 LEMA,1,28,22
2,Flower_beetles,C1 CHFU,1,8,42
2,Flower_beetles,C1 LEMA,1,28,22
2,Hoverflies,C1 LEMA,1,12,4
2,Small_flies,C1 CHFU,1,10,34
2,Small_flies,C1 LEMA,1,24,20
2,Flower_beetles,C3 LEMA,2,28,22
2,Small_flies,C3 LEMA,1,24,20
2,Flower_beetles,C5 LEMA,1,28,22
2,Hoverflies,C5 LEMA,1,12,4
2,Flower_beetles,C6 LEMA,1,28,22
2,Small_beetles,C6 LEMA,1,10,4
2,Flower_beetles,D1 CHFU,1,8,42
2,Flower_beetles,D1 LEMA,1,28,22
2,House_flies,D1 LEMA,1,4,2
2,Hoverflies,D1 LEMA,1,12,4
2,Small_beetles,D1 LEMA,1,10,4
2,Small_flies,D1 CHFU,2,10,34
2,Small_flies,D1 LEMA,1,24,20
2,Bees,D2 ME,1,2,4
2,House_flies,D3 CHFU,1,0,6
2,House_flies,D3 LEMA,1,4,2
2,Flower_beetles,D4 ME,1,10,40
2,Small_flies,D4 CHFU,1,10,34
2,Small_flies,D4 LEMA,1,24,20
2,Hoverflies,D5 ME,1,2,14
2,Hoverflies,D6 LEMA,1,12,4
2,Small_flies,D6 LEMA,1,24,20
2,Flower_beetles,E1 CHFU,3,8,42
2,Small_flies,E1 CHFU,3,10,34
2,Small_flies,E1 LEMA,2,24,20
2,Small_flies,E1 ME,1,6,38
2,Hoverflies,E2 ME,1,2,14
2,Small_flies,E2 LEMA,1,24,20
2,Small_flies,E2 ME,1,6,38
2,Small_beetles,E3 ME,1,0,14
2,Bees,E4 ME,1,2,4
2,Flower_beetles,E4 ME,4,10,40
2,Flower_beetles,E5 ME,1,10,40
2,Small_flies,E5 ME,1,6,38
2,Bees,E6 LEMA,1,0,6
2,Flower_beetles,E6 LEMA,5,28,22
2,Hoverflies,E6 LEMA,1,12,4
2,Small_beetles,E6 LEMA,1,10,4
2,Flower_beetles,F1 ME,2,10,40
2,Small_flies,F1 CHFU,2,10,34
2,Flower_beetles,F2 ME,2,10,40
2,Small_flies,F2 ME,1,6,38
2,Bees,F3 CHFU,1,0,6
2,Flower_beetles,F3 LEMA,4,28,22
2,Small_beetles,F3 LEMA,3,10,4
2,Small_flies,F3 LEMA,3,24,20
2,Flower_beetles,F4 CHFU,1,8,42
2,Flower_beetles,F6 LEMA,1,28,22
2,Small_beetles,F6 LEMA,2,10,4
2,Small_beetles,F6 PUPA,1,0,14
2,Small_flies,F6 LEMA,1,24,20
3,Small_flies,A1 CHFU,1,0,14
3,Flower_beetles,A5 LEMA,1,42,16
3,Hoverflies,A6 CHFU,2,4,22
3,Hoverflies,A6 LEMA,1,16,10
3,Flower_beetles,B1 CHFU,2,10,48
3,Hoverflies,B1 CHFU,1,4,22
3,Hoverflies,B1 LEMA,1,16,10
3,Flower_beetles,B2 CHFU,1,10,48
3,Flower_beetles,B2 LEMA,1,42,16
3,Flower_beetles,B3 LEMA,2,42,16
3,Hoverflies,B3 LEMA,1,16,10
3,Flower_beetles,B5 LEMA,2,42,16
3,Flower_beetles,B6 CHFU,1,10,48
3,Flower_beetles,B6 LEMA,1,42,16
3,Flower_beetles,C1 LEMA,2,42,16
3,Bees,C3 CHFU,1,4,4
3,Flower_beetles,C3 LEMA,1,42,16
3,Hoverflies,C3 ME,1,2,24
3,Small_flies,C3 ME,1,2,12
