Plot,G_F,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif
1,Flower_beetles,A1 LEMA,3,44,18
1,Small_flies,A1 LEMA,1,28,6
1,Flower_beetles,A2 LEMA,3,44,18
1,Small_flies,A2 LEMA,2,28,6
1,Flower_beetles,A3 LEMA,2,44,18
1,Small_flies,A3 CHFU,1,2,32
1,Bees,A4 LEMA,1,2,0
1,Flower_beetles,A4 LEMA,2,44,18
1,Small_flies,A5 LEMA,1,28,6
1,Flower_beetles,A6 LEMA,2,44,18
1,Small_flies,A6 LEMA,1,28,6
1,Flower_beetles,B1 LEMA,1,44,18
1,Hoverflies,B1 CHFU,2,6,14
1,Flower_beetles,B2 CHFU,1,16,46
1,Flower_beetles,B2 LEMA,1,44,18
1,Hoverflies,B2 LEMA,2,10,10
1,Small_flies,B2 LEMA,4,28,6
1,Flower_beetles,B5 LEMA,1,44,18
1,Flower_beetles,C1 LEMA,1,44,18
1,House_flies,C1 LEMA,1,2,0
1,Small_flies,C2 LEMA,1,28,6
1,Flower_beetles,C3 LEMA,1,44,18
1,Small_flies,C3 LEMA,1,28,6
1,Bees,C4 LEMA,2,2,0
1,Flower_beetles,C4 CHFU,1,16,46
1,Flower_beetles,C4 LEMA,1,44,18
1,Small_flies,C4 LEMA,1,28,6
1,Hoverflies,C5 CHFU,1,6,14
1,Small_flies,C5 CHFU,1,2,32
1,Small_flies,C5 LEMA,2,28,6
1,Flower_beetles,D1 LEMA,2,44,18
1,Flower_beetles,D2 LEMA,1,44,18
1,House_flies,D2 LEMA,1,2,0
1,Flower_beetles,D3 CHFU,2,16,46
1,Flower_beetles,D3 LEMA,3,44,18
1,Small_flies,D3 LEMA,2,28,6
1,Flower_beetles,D4 LEMA,1,44,18
1,Flower_beetles,D5 CHFU,1,16,46
1,Flower_beetles,D5 LEMA,2,44,18
1,Hoverflies,D5 ME,1,0,20
1,Small_flies,D5 ME,1,0,34
1,Flower_beetles,E1 LEMA,4,44,18
1,Flower_beetles,E2 LEMA,2,44,18
1,Hoverflies,E2 LEMA,2,10,10
1,Small_flies,E2 LEMA,1,28,6
1,Flower_beetles,E3 LEMA,3,44,18
1,Hoverflies,E3 LEMA,3,10,10
1,Flower_beetles,E4 CHFU,1,16,46
1,Flower_beetles,E4 LEMA,3,44,18
1,Flower_beetles,E5 CHFU,2,16,46
1,Small_flies,E5 LEMA,1,28,6
1,Flower_beetles,E6 CHFU,2,16,46
1,Flower_beetles,E6 LEMA,1,44,18
1,Hoverflies,F1 CHFU,1,6,14
1,Hoverflies,F1 LEMA,2,10,10
1,Small_flies,F1 LEMA,1,28,6
1,Small_flies,F2 LEMA,1,28,6
1,Flower_beetles,F3 CHFU,2,16,46
1,Flower_beetles,F3 LEMA,1,44,18
1,Hoverflies,F3 LEMA,1,10,10
1,Small_flies,F3 LEMA,1,28,6
1,Flower_beetles,F4 LEMA,1,44,18
1,Flower_beetles,F5 CHFU,2,16,46
1,Hoverflies,F6 CHFU,1,6,14
