Plot,G_F,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif
1,Flower_beetles,A1 CHFU,1,8,52
1,Flower_beetles,A1 LEMA,2,44,16
1,Small_flies,A1 LEMA,1,22,16
1,Flower_beetles,A2 LEMA,3,44,16
1,Small_flies,A2 LEMA,2,22,16
1,Flower_beetles,A3 CHFU,1,8,52
1,Flower_beetles,A3 LEMA,1,44,16
1,Small_flies,A3 LEMA,1,22,16
1,Bees,A4 LEMA,1,2,0
1,Flower_beetles,A4 LEMA,2,44,16
1,Small_flies,A5 CHFU,1,10,28
1,Flower_beetles,A6 LEMA,2,44,16
1,Small_flies,A6 LEMA,1,22,16
1,Flower_beetles,B1 LEMA,1,44,16
1,Hoverflies,B1 LEMA,2,16,2
1,Flower_beetles,B2 LEMA,2,44,16
1,Hoverflies,B2 LEMA,2,16,2
1,Small_flies,B2 CHFU,1,10,28
1,Small_flies,B2 LEMA,3,22,16
1,Flower_beetles,B5 LEMA,1,44,16
1,Flower_beetles,C1 LEMA,1,44,16
1,House_flies,C1 LEMA,1,2,0
1,Small_flies,C2 LEMA,1,22,16
1,Flower_beetles,C3 LEMA,1,44,16
1,Small_flies,C3 CHFU,1,10,28
1,Bees,C4 LEMA,2,2,0
1,Flower_beetles,C4 LEMA,2,44,16
1,Small_flies,C4 LEMA,1,22,16
1,Hoverflies,C5 LEMA,1,16,2
1,Small_flies,C5 CHFU,2,10,28
1,Small_flies,C5 LEMA,1,22,16
1,Flower_beetles,D1 LEMA,2,44,16
1,Flower_beetles,D2 CHFU,1,8,52
1,House_flies,D2 LEMA,1,2,0
1,Flower_beetles,D3 LEMA,5,44,16
1,Small_flies,D3 CHFU,1,10,28
1,Small_flies,D3 LEMA,1,22,16
1,Flower_beetles,D4 LEMA,1,44,16
1,Flower_beetles,D5 LEMA,1,44,16
1,Flower_beetles,D5 ME,2,4,56
1,Hoverflies,D5 LEMA,1,16,2
1,Small_flies,D5 ME,1,2,36
1,Flower_beetles,E1 LEMA,4,44,16
1,Flower_beetles,E2 LEMA,2,44,16
1,Hoverflies,E2 LEMA,2,16,2
1,Small_flies,E2 CHFU,1,10,28
1,Flower_beetles,E3 CHFU,1,8,52
1,Flower_beetles,E3 LEMA,2,44,16
1,Hoverflies,E3 LEMA,3,16,2
1,Flower_beetles,E4 LEMA,3,44,16
1,Flower_beetles,E4 ME,1,4,56
1,Flower_beetles,E5 LEMA,2,44,16
1,Small_flies,E5 LEMA,1,22,16
1,Flower_beetles,E6 LEMA,3,44,16
1,Hoverflies,F1 LEMA,2,16,2
1,Hoverflies,F1 ME,1,0,18
1,Small_flies,F1 ME,1,2,36
1,Small_flies,F2 LEMA,1,22,16
1,Flower_beetles,F3 CHFU,2,8,52
1,Flower_beetles,F3 LEMA,1,44,16
1,Hoverflies,F3 LEMA,1,16,2
1,Small_flies,F3 LEMA,1,22,16
1,Flower_beetles,F4 ME,1,4,56
1,Flower_beetles,F5 LEMA,2,44,16
1,Hoverflies,F6 LEMA,2,16,2
2,Flower_beetles,A1 LEMA,1,28,22
2,Hoverflies,A1 LEMA,1,8,8
2,Small_flies,A1 LEMA,1,22,20
2,Flower_beetles,A3 LEMA,2,28,22
2,Small_flies,A3 CHFU,1,4,38
2,Small_flies,A4 LEMA,4,22,20
2,Hoverflies,A5 LEMA,2,8,8
2,Flower_beetles,B1 ME,3,14,36
2,Small_flies,B1 LEMA,1,22,20
2,Small_beetles,B2 ME,1,8,10
2,Flower_beetles,B3 CHFU,1,4,46
2,Flower_beetles,B4 LEMA,2,28,22
2,Flower_beetles,B5 LEMA,1,28,22
2,House_flies,B5 LEMA,1,4,2
2,House_flies,B5 ME,1,0,6
2,Flower_beetles,B6 LEMA,1,28,22
2,Flower_beetles,C1 LEMA,2,28,22
2,Hoverflies,C1 LEMA,1,8,8
2,Small_flies,C1 LEMA,1,22,20
2,Small_flies,C1 ME,1,12,30
2,Flower_beetles,C3 LEMA,2,28,22
2,Small_flies,C3 LEMA,1,22,20
2,Flower_beetles,C5 ME,1,14,36
2,Hoverflies,C5 LEMA,1,8,8
2,Flower_beetles,C6 LEMA,1,28,22
2,Small_beetles,C6 LEMA,1,6,12
2,Flower_beetles,D1 CHFU,1,4,46
2,Flower_beetles,D1 ME,1,14,36
2,House_flies,D1 LEMA,1,4,2
2,Hoverflies,D1 ME,1,6,10
2,Small_beetles,D1 LEMA,1,6,12
2,Small_flies,D1 CHFU,1,4,38
2,Small_flies,D1 LEMA,1,22,20
2,Small_flies,D1 ME,1,12,30
2,Bees,D2 LEMA,1,4,2
2,House_flies,D3 LEMA,2,4,2
2,Flower_beetles,D4 ME,1,14,36
2,Small_flies,D4 ME,2,12,30
2,Hoverflies,D5 ME,1,6,10
2,Hoverflies,D6 LEMA,1,8,8
2,Small_flies,D6 LEMA,1,22,20
2,Flower_beetles,E1 CHFU,1,4,46
2,Flower_beetles,E1 LEMA,2,28,22
2,Small_flies,E1 CHFU,2,4,38
2,Small_flies,E1 LEMA,4,22,20
2,Hoverflies,E2 ME,1,6,10
2,Small_flies,E2 LEMA,2,22,20
2,Small_beetles,E3 ME,1,8,10
2,Bees,E4 ME,1,0,6
2,Flower_beetles,E4 LEMA,1,28,22
2,Flower_beetles,E4 ME,3,14,36
2,Flower_beetles,E5 ME,1,14,36
2,Small_flies,E5 ME,1,12,30
2,Bees,E6 LEMA,1,4,2
2,Flower_beetles,E6 LEMA,4,28,22
2,Flower_beetles,E6 ME,1,14,36
2,Hoverflies,E6 ME,1,6,10
2,Small_beetles,E6 ME,1,8,10
2,Flower_beetles,F1 LEMA,2,28,22
2,Small_flies,F1 LEMA,1,22,20
2,Small_flies,F1 ME,1,12,30
2,Flower_beetles,F2 ME,2,14,36
2,Small_flies,F2 ME,1,12,30
2,Bees,F3 LEMA,1,4,2
2,Flower_beetles,F3 LEMA,4,28,22
2,Small_beetles,F3 LEMA,2,6,12
2,Small_beetles,F3 ME,1,8,10
2,Small_flies,F3 LEMA,1,22,20
2,Small_flies,F3 ME,2,12,30
2,Flower_beetles,F4 LEMA,1,28,22
2,Flower_beetles,F6 LEMA,1,28,22
2,Small_beetles,F6 LEMA,1,6,12
2,Small_beetles,F6 ME,1,8,10
2,Small_beetles,F6 PUPA,1,0,18
2,Small_flies,F6 LEMA,1,22,20
3,Small_flies,A1 CHFU,1,4,10
3,Flower_beetles,A5 LEMA,1,40,18
3,Hoverflies,A6 CHFU,1,4,22
3,Hoverflies,A6 LEMA,2,14,12
3,Flower_beetles,B1 CHFU,2,12,46
3,Hoverflies,B1 CHFU,1,4,22
3,Hoverflies,B1 LEMA,1,14,12
3,Flower_beetles,B2 LEMA,2,40,18
3,Flower_beetles,B3 LEMA,2,40,18
3,Hoverflies,B3 LEMA,1,14,12
3,Flower_beetles,B5 LEMA,2,40,18
3,Flower_beetles,B6 ME,2,2,56
3,Flower_beetles,C1 LEMA,2,40,18
3,Bees,C3 LEMA,1,6,2
3,Flower_beetles,C3 CHFU,1,12,46
3,Hoverflies,C3 ME,1,4,22
3,Small_flies,C3 CHFU,1,4,10
3,Hoverflies,C4 ME,1,4,22
3,Flower_beetles,C5 CHFU,1,12,46
3,Flower_beetles,C6 LEMA,4,40,18
3,Small_beetles,C6 ME,1,0,12
3,Flower_beetles,D1 LEMA,3,40,18
3,Bees,D2 CHFU,2,0,8
3,Bees,D2 LEMA,3,6,2
3,Flower_beetles,D2 CHFU,2,12,46
3,Flower_beetles,D2 LEMA,1,40,18
3,Hoverflies,D2 LEMA,1,14,12
3,Small_beetles,D2 LEMA,1,10,2
3,Small_flies,D2 CHFU,2,4,10
3,Flower_beetles,D3 LEMA,1,40,18
3,Flower_beetles,D3 ME,3,2,56
3,Hoverflies,D3 LEMA,1,14,12
3,Hoverflies,D3 ME,2,4,22
3,Small_flies,D3 ME,1,0,14
3,Flower_beetles,D4 LEMA,1,40,18
3,Flower_beetles,D5 LEMA,2,40,18
3,Small_flies,D5 LEMA,1,6,8
3,Flower_beetles,D6 LEMA,5,40,18
3,Hoverflies,D6 LEMA,3,14,12
3,Flower_beetles,E1 CHFU,3,12,46
3,Flower_beetles,E1 LEMA,3,40,18
3,Small_beetles,E1 LEMA,1,10,2
3,Flower_beetles,E2 LEMA,5,40,18
3,Small_flies,E2 LEMA,1,6,8
3,Hoverflies,E3 CHFU,1,4,22
3,Small_beetles,E3 LEMA,1,10,2
3,Small_flies,E4 LEMA,1,6,8
3,Flower_beetles,E5 LEMA,2,40,18
3,Flower_beetles,F1 CHFU,1,12,46
3,Flower_beetles,F1 LEMA,3,40,18
3,Hoverflies,F1 LEMA,1,14,12
3,Small_beetles,F1 LEMA,1,10,2
3,Bees,F2 LEMA,1,6,2
3,Flower_beetles,F2 CHFU,2,12,46
3,Flower_beetles,F2 LEMA,2,40,18
3,Hoverflies,F2 LEMA,1,14,12
3,Flower_beetles,F3 LEMA,1,40,18
3,Small_beetles,F3 LEMA,1,10,2
3,Flower_beetles,F4 LEMA,3,40,18
3,Small_beetles,F4 LEMA,1,10,2
3,Bees,F5 LEMA,1,6,2
3,Flower_beetles,F5 LEMA,2,40,18
