Plot,G_F,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif
1,Flower_beetles,A1 LEMA,3,42,14
1,Small_flies,A1 LEMA,1,26,6
1,Flower_beetles,A2 LEMA,3,42,14
1,Small_flies,A2 LEMA,2,26,6
1,Flower_beetles,A3 LEMA,2,42,14
1,Small_flies,A3 CHFU,1,2,30
1,Bees,A4 LEMA,1,2,2
1,Flower_beetles,A4 LEMA,2,42,14
1,Small_flies,A5 LEMA,1,26,6
1,Flower_beetles,A6 LEMA,2,42,14
1,Small_flies,A6 LEMA,1,26,6
1,Flower_beetles,B1 CHFU,1,8,48
1,Hoverflies,B1 CHFU,1,8,12
1,Hoverflies,B1 LEMA,1,8,12
1,Flower_beetles,B2 LEMA,2,42,14
1,Hoverflies,B2 LEMA,2,8,12
1,Small_flies,B2 LEMA,4,26,6
1,Flower_beetles,B5 LEMA,1,42,14
1,Flower_beetles,C1 LEMA,1,42,14
1,House_flies,C1 LEMA,1,2,0
1,Small_flies,C2 LEMA,1,26,6
1,Flower_beetles,C3 LEMA,1,42,14
1,Small_flies,C3 LEMA,1,26,6
1,Bees,C4 CHFU,1,0,4
1,Bees,C4 LEMA,1,2,2
1,Flower_beetles,C4 LEMA,2,42,14
1,Small_flies,C4 LEMA,1,26,6
1,Hoverflies,C5 LEMA,1,8,12
1,Small_flies,C5 LEMA,3,26,6
1,Flower_beetles,D1 CHFU,2,8,48
1,Flower_beetles,D2 LEMA,1,42,14
1,House_flies,D2 LEMA,1,2,0
1,Flower_beetles,D3 LEMA,5,42,14
1,Small_flies,D3 LEMA,2,26,6
1,Flower_beetles,D4 LEMA,1,42,14
1,Flower_beetles,D5 CHFU,2,8,48
1,Flower_beetles,D5 LEMA,1,42,14
1,Hoverflies,D5 CHFU,1,8,12
1,Small_flies,D5 CHFU,1,2,30
1,Flower_beetles,E1 CHFU,1,8,48
1,Flower_beetles,E1 LEMA,3,42,14
1,Flower_beetles,E2 LEMA,2,42,14
1,Hoverflies,E2 LEMA,2,8,12
1,Small_flies,E2 LEMA,1,26,6
1,Flower_beetles,E3 LEMA,3,42,14
1,Hoverflies,E3 LEMA,3,8,12
1,Flower_beetles,E4 LEMA,3,42,14
1,Flower_beetles,E4 ME,1,2,54
1,Flower_beetles,E5 LEMA,2,42,14
1,Small_flies,E5 LEMA,1,26,6
1,Flower_beetles,E6 CHFU,1,8,48
1,Flower_beetles,E6 LEMA,2,42,14
1,Hoverflies,F1 CHFU,1,8,12
1,Hoverflies,F1 ME,2,0,20
1,Small_flies,F1 ME,1,0,32
1,Small_flies,F2 LEMA,1,26,6
1,Flower_beetles,F3 LEMA,3,42,14
1,Hoverflies,F3 CHFU,1,8,12
1,Small_flies,F3 LEMA,1,26,6
1,Flower_beetles,F4 ME,1,2,54
1,Flower_beetles,F5 LEMA,2,42,14
1,Hoverflies,F6 CHFU,2,8,12
2,Flower_beetles,A1 LEMA,1,34,22
2,Hoverflies,A1 LEMA,1,4,14
2,Small_flies,A1 LEMA,1,18,28
2,Flower_beetles,A3 LEMA,2,34,22
2,Small_flies,A3 CHFU,1,8,38
2,Small_flies,A4 CHFU,1,8,38
2,Small_flies,A4 LEMA,1,18,28
2,Small_flies,A4 ME,2,14,32
2,Hoverflies,A5 CHFU,1,4,14
2,Hoverflies,A5 ME,1,6,12
2,Flower_beetles,B1 ME,3,12,44
2,Small_flies,B1 ME,1,14,32
2,Small_beetles,B2 ME,1,6,10
2,Flower_beetles,B3 LEMA,1,34,22
2,Flower_beetles,B4 LEMA,2,34,22
2,Flower_beetles,B5 LEMA,1,34,22
2,House_flies,B5 LEMA,2,4,2
2,Flower_beetles,B6 LEMA,1,34,22
2,Flower_beetles,C1 CHFU,1,6,50
2,Flower_beetles,C1 LEMA,1,34,22
2,Hoverflies,C1 CHFU,1,4,14
2,Small_flies,C1 LEMA,2,18,28
