Plot,G_F,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif
1,Flower_beetles,A1 CHFU,1,7,26
1,Flower_beetles,A1 LEMA,2,23,10
1,Small_flies,A1 LEMA,1,15,1
1,Flies,A2 LEMA,2,3,1
1,Flower_beetles,A2 LEMA,3,23,10
1,Small_flies,A2 LEMA,2,15,1
1,Flower_beetles,A3 LEMA,4,23,10
1,Small_flies,A3 LEMA,1,15,1
1,Bees,A4 LEMA,1,1,0
1,Flower_beetles,A4 LEMA,2,23,10
1,Small_flies,A5 LEMA,1,15,1
1,Flower_beetles,A6 LEMA,4,23,10
1,Small_flies,A6 LEMA,1,15,1
1,Flower_beetles,B1 LEMA,1,23,10
1,Hoverflies,B1 CHFU,1,2,9
1,Hoverflies,B1 LEMA,1,7,4
1,Flower_beetles,B2 LEMA,2,23,10
1,Hoverflies,B2 LEMA,2,7,4
1,Small_flies,B2 LEMA,4,15,1
1,Flower_beetles,B5 CHFU,1,7,26
1,Flower_beetles,C1 LEMA,1,23,10
1,House_flies,C1 LEMA,1,1,0
1,Small_flies,C2 LEMA,1,15,1
1,Flower_beetles,C3 LEMA,1,23,10
1,Small_flies,C3 LEMA,1,15,1
1,Bees,C4 LEMA,2,1,0
1,Flower_beetles,C4 CHFU,1,7,26
1,Flower_beetles,C4 LEMA,1,23,10
1,Small_flies,C4 LEMA,1,15,1
1,Flies,C5 LEMA,1,3,1
1,Hoverflies,C5 LEMA,1,7,4
1,Small_flies,C5 LEMA,3,15,1
1,Flower_beetles,D1 LEMA,2,23,10
1,Flower_beetles,D2 LEMA,1,23,10
1,House_flies,D2 LEMA,1,1,0
1,Flower_beetles,D3 CHFU,1,7,26
1,Flower_beetles,D3 LEMA,14,23,10
1,Small_flies,D3 LEMA,2,15,1
1,Flower_beetles,D4 LEMA,1,23,10
1,Flower_beetles,D5 CHFU,4,7,26
1,Flower_beetles,D5 LEMA,4,23,10
1,Flower_beetles,D5 ME,1,1,32
1,Hoverflies,D5 LEMA,1,7,4
1,Small_flies,D5 LEMA,1,15,1
1,Flower_beetles,E1 CHFU,1,7,26
1,Flower_beetles,E1 LEMA,3,23,10
1,Mosquitoes,E1 CHFU,1,0,0
1,Flies,E2 CHFU,1,0,4
1,Flower_beetles,E2 LEMA,2,23,10
1,Hoverflies,E2 LEMA,4,7,4
1,Small_flies,E2 LEMA,1,15,1
1,Flower_beetles,E3 LEMA,3,23,10
1,Hoverflies,E3 LEMA,5,7,4
1,Flower_beetles,E4 LEMA,4,23,10
1,Flies,E5 LEMA,1,3,1
1,Flower_beetles,E5 LEMA,1,23,10
1,Flower_beetles,E5 ME,1,1,32
1,Small_flies,E5 CHFU,1,0,16
1,Flower_beetles,E6 CHFU,1,7,26
1,Flower_beetles,E6 LEMA,2,23,10
1,Hoverflies,F1 CHFU,1,2,9
1,Hoverflies,F1 LEMA,4,7,4
1,Hoverflies,F1 ME,1,0,11
1,Small_flies,F1 LEMA,1,15,1
1,Small_flies,F2 LEMA,1,15,1
1,Flower_beetles,F3 CHFU,1,7,26
1,Flower_beetles,F3 LEMA,2,23,10
1,Hoverflies,F3 LEMA,1,7,4
1,Small_flies,F3 LEMA,1,15,1
1,Flies,F4 LEMA,1,3,1
1,Flower_beetles,F4 LEMA,1,23,10
1,Flower_beetles,F5 LEMA,2,23,10
1,Hoverflies,F6 CHFU,2,2,9
2,Flies,A1 LEMA,2,3,3
2,Flower_beetles,A1 LEMA,1,15,15
2,Hoverflies,A1 LEMA,1,3,5
2,Small_flies,A1 LEMA,1,9,13
2,Flower_beetles,A3 CHFU,1,6,24
2,Flower_beetles,A3 LEMA,1,15,15
2,Small_flies,A3 CHFU,1,3,19
2,Small_flies,A4 LEMA,4,9,13
2,Hoverflies,A5 LEMA,2,3,5
2,Flies,B1 LEMA,4,3,3
2,Flies,B1 ME,1,2,4
2,Flower_beetles,B1 ME,6,7,23
2,Small_flies,B1 ME,1,8,14
2,Small_beetles,B2 LEMA,1,4,5
2,Flower_beetles,B3 LEMA,1,15,15
2,Flower_beetles,B4 CHFU,2,6,24
2,Flower_beetles,B4 LEMA,2,15,15
2,Flower_beetles,B5 LEMA,1,15,15
2,House_flies,B5 LEMA,2,1,2
2,Flower_beetles,B6 LEMA,1,15,15
2,Flower_beetles,C1 CHFU,2,6,24
2,Hoverflies,C1 LEMA,1,3,5
2,Small_flies,C1 CHFU,1,3,19
2,Small_flies,C1 LEMA,1,9,13
2,Flower_beetles,C3 LEMA,2,15,15
2,Small_flies,C3 LEMA,1,9,13
2,Flower_beetles,C5 LEMA,1,15,15
2,Hoverflies,C5 ME,1,3,5
2,Flower_beetles,C6 LEMA,1,15,15
2,Small_beetles,C6 LEMA,1,4,5
2,Flies,D1 LEMA,1,3,3
2,Flies,D1 ME,2,2,4
2,Flower_beetles,D1 CHFU,1,6,24
2,Flower_beetles,D1 ME,1,7,23
2,House_flies,D1 LEMA,1,1,2
2,Hoverflies,D1 ME,1,3,5
2,Small_beetles,D1 CHFU,1,1,8
2,Small_flies,D1 LEMA,2,9,13
2,Small_flies,D1 ME,1,8,14
2,Bees,D2 LEMA,1,2,1
2,House_flies,D3 CHFU,1,0,3
2,House_flies,D3 ME,1,0,3
2,Flower_beetles,D4 CHFU,1,6,24
2,Small_flies,D4 CHFU,1,3,19
2,Small_flies,D4 ME,1,8,14
2,Hoverflies,D5 ME,1,3,5
2,Hoverflies,D6 LEMA,1,3,5
2,Small_flies,D6 LEMA,1,9,13
2,Flower_beetles,E1 CHFU,1,6,24
2,Flower_beetles,E1 LEMA,4,15,15
2,Flower_beetles,E1 ME,1,7,23
2,Small_flies,E1 CHFU,4,3,19
2,Small_flies,E1 LEMA,1,9,13
2,Small_flies,E1 ME,1,8,14
2,Flies,E2 LEMA,1,3,3
2,Hoverflies,E2 CHFU,1,0,8
2,Small_flies,E2 LEMA,1,9,13
2,Small_flies,E2 ME,1,8,14
2,Small_beetles,E3 ME,1,1,8
2,Bees,E4 ME,2,0,3
2,Flies,E4 ME,1,2,4
2,Flower_beetles,E4 LEMA,1,15,15
2,Flower_beetles,E4 ME,3,7,23
2,Flower_beetles,E5 ME,1,7,23
2,Small_flies,E5 ME,1,8,14
2,Bees,E6 LEMA,1,2,1
2,Flower_beetles,E6 CHFU,1,6,24
2,Flower_beetles,E6 LEMA,3,15,15
2,Flower_beetles,E6 ME,1,7,23
2,Hoverflies,E6 ME,1,3,5
2,Small_beetles,E6 LEMA,1,4,5
2,Flower_beetles,F1 ME,4,7,23
2,Small_flies,F1 ME,2,8,14
2,Flower_beetles,F2 LEMA,1,15,15
2,Flower_beetles,F2 ME,3,7,23
2,Small_flies,F2 ME,1,8,14
2,Bees,F3 LEMA,1,2,1
2,Flower_beetles,F3 LEMA,4,15,15
2,Small_beetles,F3 CHFU,1,1,8
2,Small_beetles,F3 LEMA,1,4,5
2,Small_beetles,F3 ME,1,1,8
2,Small_flies,F3 LEMA,4,9,13
2,Small_flies,F3 ME,2,8,14
2,Flower_beetles,F4 LEMA,1,15,15
2,Flower_beetles,F6 LEMA,1,15,15
2,Small_beetles,F6 LEMA,2,4,5
2,Small_beetles,F6 PUPA,1,0,9
2,Small_flies,F6 LEMA,1,9,13
3,Small_flies,A1 CHFU,1,2,5
3,Flower_beetles,A5 LEMA,1,21,11
3,Hoverflies,A6 CHFU,1,2,11
3,Hoverflies,A6 LEMA,2,9,4
3,Flower_beetles,B1 CHFU,1,6,26
3,Flower_beetles,B1 LEMA,1,21,11
3,Hoverflies,B1 CHFU,2,2,11
3,Hoverflies,B1 LEMA,2,9,4
3,Flower_beetles,B2 LEMA,2,21,11
3,Flower_beetles,B3 LEMA,2,21,11
3,Hoverflies,B3 LEMA,1,9,4
3,Flower_beetles,B5 LEMA,2,21,11
3,Flower_beetles,B6 CHFU,1,6,26
3,Flower_beetles,B6 ME,1,3,29
3,Flower_beetles,C1 LEMA,2,21,11
3,Bees,C3 CHFU,1,2,2
3,Flies,C3 LEMA,1,3,1
3,Flies,C3 ME,1,0,4
3,Flower_beetles,C3 ME,1,3,29
3,Hoverflies,C3 LEMA,1,9,4
3,Small_flies,C3 ME,1,1,6
3,Hoverflies,C4 CHFU,1,2,11
3,Flower_beetles,C5 ME,1,3,29
3,Flower_beetles,C6 LEMA,4,21,11
