Plot,G_F,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif
1,Flower_beetles,A1 CHFU,1,9,24
1,Flower_beetles,A1 LEMA,2,23,10
1,Small_flies,A1 LEMA,1,15,1
1,Flies,A2 LEMA,2,3,1
1,Flower_beetles,A2 LEMA,3,23,10
1,Small_flies,A2 LEMA,2,15,1
1,Flower_beetles,A3 CHFU,1,9,24
1,Flower_beetles,A3 LEMA,3,23,10
1,Small_flies,A3 LEMA,1,15,1
1,Bees,A4 LEMA,1,1,0
1,Flower_beetles,A4 LEMA,2,23,10
1,Small_flies,A5 LEMA,1,15,1
1,Flower_beetles,A6 LEMA,4,23,10
1,Small_flies,A6 LEMA,1,15,1
1,Flower_beetles,B1 LEMA,1,23,10
1,Hoverflies,B1 CHFU,1,5,7
1,Hoverflies,B1 LEMA,1,6,6
1,Flower_beetles,B2 CHFU,1,9,24
1,Flower_beetles,B2 LEMA,1,23,10
1,Hoverflies,B2 LEMA,2,6,6
1,Small_flies,B2 LEMA,4,15,1
1,Flower_beetles,B5 LEMA,1,23,10
1,Flower_beetles,C1 LEMA,1,23,10
1,House_flies,C1 LEMA,1,0,1
1,Small_flies,C2 LEMA,1,15,1
1,Flower_beetles,C3 CHFU,1,9,24
1,Small_flies,C3 CHFU,1,0,16
1,Bees,C4 LEMA,2,1,0
1,Flower_beetles,C4 LEMA,2,23,10
1,Small_flies,C4 LEMA,1,15,1
1,Flies,C5 LEMA,1,3,1
1,Hoverflies,C5 LEMA,1,6,6
1,Small_flies,C5 LEMA,3,15,1
1,Flower_beetles,D1 LEMA,2,23,10
1,Flower_beetles,D2 LEMA,1,23,10
1,House_flies,D2 CHFU,1,0,1
1,Flower_beetles,D3 CHFU,1,9,24
1,Flower_beetles,D3 LEMA,14,23,10
1,Small_flies,D3 LEMA,2,15,1
1,Flower_beetles,D4 LEMA,1,23,10
1,Flower_beetles,D5 CHFU,6,9,24
1,Flower_beetles,D5 LEMA,3,23,10
1,Hoverflies,D5 CHFU,1,5,7
1,Small_flies,D5 LEMA,1,15,1
1,Flower_beetles,E1 CHFU,1,9,24
1,Flower_beetles,E1 LEMA,3,23,10
1,Mosquitoes,E1 LEMA,1,0,0
1,Flies,E2 LEMA,1,3,1
1,Flower_beetles,E2 CHFU,1,9,24
1,Flower_beetles,E2 LEMA,1,23,10
1,Hoverflies,E2 CHFU,1,5,7
1,Hoverflies,E2 LEMA,3,6,6
1,Small_flies,E2 LEMA,1,15,1
1,Flower_beetles,E3 LEMA,3,23,10
1,Hoverflies,E3 CHFU,1,5,7
1,Hoverflies,E3 LEMA,4,6,6
1,Flower_beetles,E4 LEMA,4,23,10
1,Flies,E5 CHFU,1,0,4
1,Flower_beetles,E5 LEMA,2,23,10
1,Small_flies,E5 LEMA,1,15,1
1,Flower_beetles,E6 CHFU,1,9,24
1,Flower_beetles,E6 LEMA,2,23,10
1,Hoverflies,F1 CHFU,1,5,7
1,Hoverflies,F1 LEMA,5,6,6
1,Small_flies,F1 LEMA,1,15,1
1,Small_flies,F2 LEMA,1,15,1
1,Flower_beetles,F3 LEMA,3,23,10
1,Hoverflies,F3 CHFU,1,5,7
1,Small_flies,F3 LEMA,1,15,1
1,Flies,F4 LEMA,1,3,1
1,Flower_beetles,F4 LEMA,1,23,10
1,Flower_beetles,F5 CHFU,1,9,24
1,Flower_beetles,F5 LEMA,1,23,10
1,Hoverflies,F6 LEMA,2,6,6
2,Flies,A1 LEMA,2,3,3
2,Flower_beetles,A1 LEMA,1,16,14
2,Hoverflies,A1 LEMA,1,6,3
2,Small_flies,A1 LEMA,1,9,12
2,Flower_beetles,A3 LEMA,2,16,14
2,Small_flies,A3 CHFU,1,4,17
