Plot,G_F,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif
1,Flower_beetles,A1 LEMA,3,19,13
1,Small_flies,A1 LEMA,1,15,1
1,Flies,A2 LEMA,2,3,1
1,Flower_beetles,A2 LEMA,3,19,13
1,Small_flies,A2 LEMA,2,15,1
1,Flower_beetles,A3 CHFU,1,9,23
1,Flower_beetles,A3 LEMA,3,19,13
1,Small_flies,A3 LEMA,1,15,1
1,Bees,A4 LEMA,1,1,1
1,Flower_beetles,A4 LEMA,2,19,13
1,Small_flies,A5 LEMA,1,15,1
1,Flower_beetles,A6 LEMA,4,19,13
1,Small_flies,A6 LEMA,1,15,1
1,Flower_beetles,B1 LEMA,1,19,13
1,Hoverflies,B1 LEMA,2,7,3
1,Flower_beetles,B2 LEMA,2,19,13
1,Hoverflies,B2 CHFU,1,2,8
1,Hoverflies,B2 LEMA,1,7,3
1,Small_flies,B2 LEMA,4,15,1
1,Flower_beetles,B5 CHFU,1,9,23
1,Flower_beetles,C1 LEMA,1,19,13
1,House_flies,C1 LEMA,1,0,1
1,Small_flies,C2 LEMA,1,15,1
1,Flower_beetles,C3 CHFU,1,9,23
1,Small_flies,C3 LEMA,1,15,1
1,Bees,C4 CHFU,1,0,2
1,Bees,C4 LEMA,1,1,1
1,Flower_beetles,C4 LEMA,2,19,13
1,Small_flies,C4 LEMA,1,15,1
1,Flies,C5 LEMA,1,3,1
1,Hoverflies,C5 CHFU,1,2,8
1,Small_flies,C5 LEMA,3,15,1
1,Flower_beetles,D1 LEMA,2,19,13
1,Flower_beetles,D2 CHFU,1,9,23
1,House_flies,D2 CHFU,1,0,1
1,Flower_beetles,D3 CHFU,1,9,23
1,Flower_beetles,D3 LEMA,14,19,13
1,Small_flies,D3 LEMA,2,15,1
1,Flower_beetles,D4 LEMA,1,19,13
1,Flower_beetles,D5 CHFU,2,9,23
1,Flower_beetles,D5 LEMA,4,19,13
1,Flower_beetles,D5 ME,3,2,30
1,Hoverflies,D5 LEMA,1,7,3
1,Small_flies,D5 ME,1,0,16
1,Flower_beetles,E1 LEMA,4,19,13
1,Mosquitoes,E1 LEMA,1,0,0
1,Flies,E2 LEMA,1,3,1
1,Flower_beetles,E2 CHFU,1,9,23
1,Flower_beetles,E2 LEMA,1,19,13
1,Hoverflies,E2 LEMA,4,7,3
1,Small_flies,E2 LEMA,1,15,1
1,Flower_beetles,E3 CHFU,1,9,23
1,Flower_beetles,E3 LEMA,2,19,13
1,Hoverflies,E3 LEMA,5,7,3
1,Flower_beetles,E4 CHFU,1,9,23
1,Flower_beetles,E4 LEMA,3,19,13
1,Flies,E5 LEMA,1,3,1
1,Flower_beetles,E5 LEMA,1,19,13
1,Flower_beetles,E5 ME,1,2,30
1,Small_flies,E5 LEMA,1,15,1
1,Flower_beetles,E6 LEMA,3,19,13
1,Hoverflies,F1 CHFU,2,2,8
1,Hoverflies,F1 LEMA,4,7,3
1,Small_flies,F1 LEMA,1,15,1
1,Small_flies,F2 LEMA,1,15,1
1,Flower_beetles,F3 CHFU,3,9,23
1,Hoverflies,F3 LEMA,1,7,3
1,Small_flies,F3 LEMA,1,15,1
1,Flies,F4 ME,1,0,4
1,Flower_beetles,F4 ME,1,2,30
1,Flower_beetles,F5 LEMA,2,19,13
1,Hoverflies,F6 LEMA,2,7,3
2,Flies,A1 LEMA,2,3,4
2,Flower_beetles,A1 LEMA,1,17,15
2,Hoverflies,A1 LEMA,1,4,4
2,Small_flies,A1 LEMA,1,11,12
2,Flower_beetles,A3 CHFU,1,5,27
2,Flower_beetles,A3 LEMA,1,17,15
2,Small_flies,A3 LEMA,1,11,12
2,Small_flies,A4 CHFU,1,3,20
2,Small_flies,A4 LEMA,2,11,12
2,Small_flies,A4 ME,1,6,17
2,Hoverflies,A5 LEMA,2,4,4
2,Flies,B1 CHFU,1,1,6
2,Flies,B1 LEMA,1,3,4
2,Flies,B1 ME,3,1,6
2,Flower_beetles,B1 CHFU,1,5,27
2,Flower_beetles,B1 ME,5,8,24
2,Small_flies,B1 LEMA,1,11,12
2,Small_beetles,B2 LEMA,1,3,5
2,Flower_beetles,B3 LEMA,1,17,15
2,Flower_beetles,B4 LEMA,2,17,15
2,Flower_beetles,B4 ME,2,8,24
2,Flower_beetles,B5 LEMA,1,17,15
2,House_flies,B5 LEMA,1,2,2
2,House_flies,B5 ME,1,1,3
2,Flower_beetles,B6 LEMA,1,17,15
2,Flower_beetles,C1 CHFU,1,5,27
2,Flower_beetles,C1 LEMA,1,17,15
2,Hoverflies,C1 CHFU,1,0,8
2,Small_flies,C1 LEMA,2,11,12
2,Flower_beetles,C3 CHFU,1,5,27
2,Flower_beetles,C3 LEMA,1,17,15
2,Small_flies,C3 LEMA,1,11,12
2,Flower_beetles,C5 LEMA,1,17,15
2,Hoverflies,C5 LEMA,1,4,4
2,Flower_beetles,C6 LEMA,1,17,15
2,Small_beetles,C6 LEMA,1,3,5
2,Flies,D1 CHFU,1,1,6
2,Flies,D1 LEMA,2,3,4
2,Flower_beetles,D1 LEMA,2,17,15
2,House_flies,D1 LEMA,1,2,2
