Plot,G_F,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif
1,Flower_beetles,A1 CHFU,1,10,25
1,Flower_beetles,A1 LEMA,2,23,12
1,Small_flies,A1 LEMA,1,13,3
1,Flies,A2 LEMA,2,3,1
1,Flower_beetles,A2 LEMA,3,23,12
1,Small_flies,A2 LEMA,2,13,3
1,Flower_beetles,A3 CHFU,1,10,25
1,Flower_beetles,A3 LEMA,3,23,12
1,Small_flies,A3 LEMA,1,13,3
1,Bees,A4 LEMA,1,0,1
1,Flower_beetles,A4 LEMA,2,23,12
1,Small_flies,A5 CHFU,1,2,14
1,Flower_beetles,A6 LEMA,4,23,12
1,Small_flies,A6 LEMA,1,13,3
1,Flower_beetles,B1 LEMA,1,23,12
1,Hoverflies,B1 LEMA,2,8,3
1,Flower_beetles,B2 CHFU,1,10,25
1,Flower_beetles,B2 LEMA,1,23,12
1,Hoverflies,B2 LEMA,2,8,3
1,Small_flies,B2 LEMA,4,13,3
1,Flower_beetles,B5 LEMA,1,23,12
1,Flower_beetles,C1 LEMA,1,23,12
1,House_flies,C1 LEMA,1,0,1
1,Small_flies,C2 LEMA,1,13,3
1,Flower_beetles,C3 CHFU,1,10,25
1,Small_flies,C3 LEMA,1,13,3
1,Bees,C4 CHFU,2,0,1
1,Flower_beetles,C4 CHFU,1,10,25
1,Flower_beetles,C4 LEMA,1,23,12
1,Small_flies,C4 LEMA,1,13,3
1,Flies,C5 LEMA,1,3,1
1,Hoverflies,C5 LEMA,1,8,3
1,Small_flies,C5 LEMA,3,13,3
1,Flower_beetles,D1 LEMA,2,23,12
1,Flower_beetles,D2 LEMA,1,23,12
1,House_flies,D2 CHFU,1,0,1
1,Flower_beetles,D3 CHFU,4,10,25
1,Flower_beetles,D3 LEMA,11,23,12
1,Small_flies,D3 LEMA,2,13,3
1,Flower_beetles,D4 LEMA,1,23,12
1,Flower_beetles,D5 CHFU,2,10,25
1,Flower_beetles,D5 LEMA,5,23,12
1,Flower_beetles,D5 ME,2,0,35
1,Hoverflies,D5 LEMA,1,8,3
1,Small_flies,D5 CHFU,1,2,14
1,Flower_beetles,E1 LEMA,4,23,12
1,Mosquitoes,E1 LEMA,1,0,0
1,Flies,E2 LEMA,1,3,1
1,Flower_beetles,E2 LEMA,2,23,12
1,Hoverflies,E2 LEMA,4,8,3
1,Small_flies,E2 CHFU,1,2,14
1,Flower_beetles,E3 CHFU,1,10,25
1,Flower_beetles,E3 LEMA,2,23,12
1,Hoverflies,E3 CHFU,1,1,10
1,Hoverflies,E3 LEMA,4,8,3
1,Flower_beetles,E4 LEMA,4,23,12
1,Flies,E5 LEMA,1,3,1
1,Flower_beetles,E5 CHFU,1,10,25
1,Flower_beetles,E5 LEMA,1,23,12
1,Small_flies,E5 LEMA,1,13,3
1,Flower_beetles,E6 LEMA,3,23,12
1,Hoverflies,F1 LEMA,3,8,3
1,Hoverflies,F1 ME,3,0,11
1,Small_flies,F1 LEMA,1,13,3
1,Small_flies,F2 LEMA,1,13,3
1,Flower_beetles,F3 CHFU,1,10,25
1,Flower_beetles,F3 LEMA,2,23,12
1,Hoverflies,F3 LEMA,1,8,3
1,Small_flies,F3 LEMA,1,13,3
1,Flies,F4 ME,1,0,4
1,Flower_beetles,F4 LEMA,1,23,12
1,Flower_beetles,F5 CHFU,1,10,25
1,Flower_beetles,F5 LEMA,1,23,12
1,Hoverflies,F6 CHFU,1,1,10
1,Hoverflies,F6 LEMA,1,8,3
2,Flies,A1 LEMA,2,4,2
2,Flower_beetles,A1 LEMA,1,17,14
2,Hoverflies,A1 LEMA,1,3,6
2,Small_flies,A1 LEMA,1,7,14
2,Flower_beetles,A3 LEMA,2,17,14
2,Small_flies,A3 LEMA,1,7,14
