Plot,G_F,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif
1,Flower_beetles,A1 LEMA,3,23,10
1,Small_flies,A1 LEMA,1,11,7
1,Flies,A2 LEMA,2,3,1
1,Flower_beetles,A2 LEMA,3,23,10
1,Small_flies,A2 CHFU,1,6,12
1,Small_flies,A2 LEMA,1,11,7
1,Flower_beetles,A3 LEMA,4,23,10
1,Small_flies,A3 LEMA,1,11,7
1,Bees,A4 LEMA,1,1,0
1,Flower_beetles,A4 LEMA,2,23,10
1,Small_flies,A5 CHFU,1,6,12
1,Flower_beetles,A6 LEMA,4,23,10
1,Small_flies,A6 LEMA,1,11,7
1,Flower_beetles,B1 LEMA,1,23,10
1,Hoverflies,B1 CHFU,1,3,8
1,Hoverflies,B1 LEMA,1,6,5
1,Flower_beetles,B2 CHFU,1,8,25
1,Flower_beetles,B2 LEMA,1,23,10
1,Hoverflies,B2 LEMA,2,6,5
1,Small_flies,B2 LEMA,4,11,7
1,Flower_beetles,B5 LEMA,1,23,10
1,Flower_beetles,C1 LEMA,1,23,10
1,House_flies,C1 LEMA,1,1,0
1,Small_flies,C2 LEMA,1,11,7
1,Flower_beetles,C3 CHFU,1,8,25
1,Small_flies,C3 CHFU,1,6,12
1,Bees,C4 LEMA,2,1,0
1,Flower_beetles,C4 LEMA,2,23,10
1,Small_flies,C4 CHFU,1,6,12
1,Flies,C5 LEMA,1,3,1
1,Hoverflies,C5 LEMA,1,6,5
1,Small_flies,C5 CHFU,1,6,12
1,Small_flies,C5 LEMA,2,11,7
1,Flower_beetles,D1 CHFU,1,8,25
1,Flower_beetles,D1 LEMA,1,23,10
1,Flower_beetles,D2 LEMA,1,23,10
1,House_flies,D2 LEMA,1,1,0
1,Flower_beetles,D3 CHFU,5,8,25
1,Flower_beetles,D3 LEMA,10,23,10
1,Small_flies,D3 LEMA,2,11,7
1,Flower_beetles,D4 LEMA,1,23,10
1,Flower_beetles,D5 CHFU,4,8,25
1,Flower_beetles,D5 LEMA,5,23,10
1,Hoverflies,D5 CHFU,1,3,8
1,Small_flies,D5 CHFU,1,6,12
1,Flower_beetles,E1 LEMA,4,23,10
1,Mosquitoes,E1 LEMA,1,0,0
1,Flies,E2 LEMA,1,3,1
1,Flower_beetles,E2 CHFU,1,8,25
1,Flower_beetles,E2 LEMA,1,23,10
1,Hoverflies,E2 LEMA,4,6,5
1,Small_flies,E2 LEMA,1,11,7
1,Flower_beetles,E3 CHFU,1,8,25
1,Flower_beetles,E3 LEMA,2,23,10
1,Hoverflies,E3 LEMA,5,6,5
1,Flower_beetles,E4 CHFU,2,8,25
1,Flower_beetles,E4 LEMA,2,23,10
1,Flies,E5 LEMA,1,3,1
1,Flower_beetles,E5 LEMA,2,23,10
1,Small_flies,E5 LEMA,1,11,7
1,Flower_beetles,E6 CHFU,1,8,25
1,Flower_beetles,E6 LEMA,2,23,10
1,Hoverflies,F1 CHFU,1,3,8
1,Hoverflies,F1 LEMA,5,6,5
1,Small_flies,F1 LEMA,1,11,7
1,Small_flies,F2 LEMA,1,11,7
1,Flower_beetles,F3 LEMA,3,23,10
1,Hoverflies,F3 CHFU,1,3,8
1,Small_flies,F3 CHFU,1,6,12
1,Flies,F4 ME,1,0,4
1,Flower_beetles,F4 LEMA,1,23,10
1,Flower_beetles,F5 LEMA,1,23,10
1,Flower_beetles,F5 ME,1,0,33
1,Hoverflies,F6 LEMA,1,6,5
1,Hoverflies,F6 ME,1,0,11
2,Flies,A1 LEMA,2,2,3
2,Flower_beetles,A1 LEMA,1,15,16
2,Hoverflies,A1 LEMA,1,4,4
2,Small_flies,A1 LEMA,1,9,10
2,Flower_beetles,A3 LEMA,2,15,16
2,Small_flies,A3 LEMA,1,9,10
2,Small_flies,A4 LEMA,4,9,10
2,Hoverflies,A5 LEMA,2,4,4
2,Flies,B1 LEMA,1,2,3
2,Flies,B1 ME,4,1,4
2,Flower_beetles,B1 CHFU,1,5,26
2,Flower_beetles,B1 ME,5,9,22
2,Small_flies,B1 CHFU,1,0,19
2,Small_beetles,B2 LEMA,1,4,3
2,Flower_beetles,B3 LEMA,1,15,16
2,Flower_beetles,B4 CHFU,2,5,26
2,Flower_beetles,B4 LEMA,1,15,16
2,Flower_beetles,B4 ME,1,9,22
2,Flower_beetles,B5 LEMA,1,15,16
2,House_flies,B5 LEMA,1,2,1
2,House_flies,B5 ME,1,0,3
2,Flower_beetles,B6 LEMA,1,15,16
2,Flower_beetles,C1 LEMA,2,15,16
2,Hoverflies,C1 CHFU,1,0,8
2,Small_flies,C1 LEMA,2,9,10
2,Flower_beetles,C3 CHFU,1,5,26
2,Flower_beetles,C3 LEMA,1,15,16
2,Small_flies,C3 LEMA,1,9,10
2,Flower_beetles,C5 LEMA,1,15,16
2,Hoverflies,C5 LEMA,1,4,4
2,Flower_beetles,C6 LEMA,1,15,16
2,Small_beetles,C6 LEMA,1,4,3
2,Flies,D1 LEMA,3,2,3
2,Flower_beetles,D1 LEMA,1,15,16
2,Flower_beetles,D1 ME,1,9,22
2,House_flies,D1 LEMA,1,2,1
2,Hoverflies,D1 ME,1,2,6
2,Small_beetles,D1 ME,1,2,5
2,Small_flies,D1 LEMA,2,9,10
2,Small_flies,D1 ME,1,7,12
2,Bees,D2 LEMA,1,1,2
2,House_flies,D3 LEMA,2,2,1
2,Flower_beetles,D4 ME,1,9,22
2,Small_flies,D4 ME,2,7,12
2,Hoverflies,D5 ME,1,2,6
2,Hoverflies,D6 LEMA,1,4,4
2,Small_flies,D6 LEMA,1,9,10
2,Flower_beetles,E1 CHFU,3,5,26
2,Flower_beetles,E1 LEMA,2,15,16
2,Flower_beetles,E1 ME,1,9,22
2,Small_flies,E1 LEMA,5,9,10
2,Small_flies,E1 ME,1,7,12
2,Flies,E2 CHFU,1,0,5
2,Hoverflies,E2 LEMA,1,4,4
2,Small_flies,E2 LEMA,1,9,10
2,Small_flies,E2 ME,1,7,12
2,Small_beetles,E3 ME,1,2,5
2,Bees,E4 ME,2,1,2
2,Flies,E4 ME,1,1,4
2,Flower_beetles,E4 CHFU,1,5,26
2,Flower_beetles,E4 ME,3,9,22
2,Flower_beetles,E5 ME,1,9,22
2,Small_flies,E5 ME,1,7,12
2,Bees,E6 ME,1,1,2
2,Flower_beetles,E6 CHFU,1,5,26
2,Flower_beetles,E6 LEMA,1,15,16
2,Flower_beetles,E6 ME,3,9,22
2,Hoverflies,E6 ME,1,2,6
2,Small_beetles,E6 LEMA,1,4,3
2,Flower_beetles,F1 ME,4,9,22
2,Small_flies,F1 ME,2,7,12
2,Flower_beetles,F2 ME,4,9,22
2,Small_flies,F2 ME,1,7,12
2,Bees,F3 LEMA,1,1,2
2,Flower_beetles,F3 LEMA,4,15,16
2,Small_beetles,F3 LEMA,3,4,3
2,Small_flies,F3 LEMA,5,9,10
2,Small_flies,F3 ME,1,7,12
2,Flower_beetles,F4 LEMA,1,15,16
2,Flower_beetles,F6 LEMA,1,15,16
2,Small_beetles,F6 LEMA,2,4,3
2,Small_beetles,F6 ME,1,2,5
2,Small_flies,F6 PUPA,1,0,19
3,Small_flies,A1 CHFU,1,1,6
3,Flower_beetles,A5 LEMA,1,22,10
3,Hoverflies,A6 CHFU,1,2,11
3,Hoverflies,A6 LEMA,2,8,5
3,Flower_beetles,B1 CHFU,1,7,25
3,Flower_beetles,B1 LEMA,1,22,10
3,Hoverflies,B1 CHFU,3,2,11
3,Hoverflies,B1 LEMA,1,8,5
3,Flower_beetles,B2 CHFU,1,7,25
3,Flower_beetles,B2 LEMA,1,22,10
3,Flower_beetles,B3 CHFU,2,7,25
3,Hoverflies,B3 LEMA,1,8,5
3,Flower_beetles,B5 LEMA,2,22,10
3,Flower_beetles,B6 LEMA,2,22,10
3,Flower_beetles,C1 LEMA,2,22,10
3,Bees,C3 LEMA,1,2,2
3,Flies,C3 CHFU,2,0,3
3,Flower_beetles,C3 ME,1,1,31
3,Hoverflies,C3 ME,1,1,12
3,Small_flies,C3 ME,1,0,7
3,Hoverflies,C4 LEMA,1,8,5
3,Flower_beetles,C5 LEMA,1,22,10
3,Flower_beetles,C6 LEMA,4,22,10
3,Small_beetles,C6 LEMA,1,3,3
3,Flower_beetles,D1 LEMA,3,22,10
3,Bees,D2 CHFU,2,1,3
3,Bees,D2 LEMA,3,2,2
3,Flower_beetles,D2 CHFU,2,7,25
3,Flower_beetles,D2 LEMA,1,22,10
3,Hoverflies,D2 CHFU,1,2,11
3,Small_beetles,D2 CHFU,1,2,4
3,Small_flies,D2 CHFU,2,1,6
3,Flower_beetles,D3 LEMA,2,22,10
3,Flower_beetles,D3 ME,2,1,31
3,Hoverflies,D3 LEMA,1,8,5
3,Hoverflies,D3 ME,2,1,12
3,Small_flies,D3 LEMA,1,4,3
3,Flower_beetles,D4 LEMA,1,22,10
3,Flower_beetles,D5 LEMA,2,22,10
3,Small_flies,D5 LEMA,1,4,3
3,Flower_beetles,D6 LEMA,10,22,10
3,Hoverflies,D6 LEMA,6,8,5
3,Flower_beetles,E1 CHFU,3,7,25
3,Flower_beetles,E1 LEMA,3,22,10
3,Small_beetles,E1 CHFU,1,2,4
3,Flower_beetles,E2 LEMA,5,22,10
3,Small_flies,E2 LEMA,1,4,3
3,Flies,E3 LEMA,1,2,1
3,Hoverflies,E3 LEMA,1,8,5
3,Small_beetles,E3 LEMA,1,3,3
3,Flies,E4 LEMA,5,2,1
3,Small_flies,E4 LEMA,1,4,3
3,Flower_beetles,E5 LEMA,2,22,10
3,Flower_beetles,F1 CHFU,1,7,25
3,Flower_beetles,F1 LEMA,3,22,10
3,Hoverflies,F1 LEMA,1,8,5
3,Small_beetles,F1 CHFU,1,2,4
3,Bees,F2 LEMA,1,2,2
3,Flower_beetles,F2 CHFU,1,7,25
3,Flower_beetles,F2 LEMA,3,22,10
3,Hoverflies,F2 LEMA,1,8,5
3,Flower_beetles,F3 LEMA,1,22,10
3,Small_beetles,F3 LEMA,1,3,3
3,Flies,F4 LEMA,2,2,1
3,Flower_beetles,F4 LEMA,3,22,10
3,Small_beetles,F4 LEMA,1,3,3
3,Bees,F5 CHFU,1,1,3
3,Flower_beetles,F5 LEMA,2,22,10
3,Small_flies,F5 LEMA,1,4,3
3,Flower_beetles,F6 CHFU,1,7,25
3,Flower_beetles,F6 LEMA,3,22,10
4,Flower_beetles,A1 RAPE,1,0,21
4,Small_flies,A1 LEMA,1,10,4
4,Bees,A2 CHFU,1,0,5
4,Flower_beetles,A2 CHFU,2,11,10
4,Flower_beetles,A2 LEMA,1,8,13
4,Hoverflies,A2 LEMA,1,4,7
4,Small_beetles,A2 CHFU,3,1,3
4,Small_beetles,A2 PUPA,1,0,4
4,Small_flies,A2 CHFU,3,3,11
4,Flower_beetles,A5 CHFU,1,11,10
4,Hoverflies,A5 CHFU,1,6,5
4,Hoverflies,A6 CHFU,1,6,5
4,Flower_beetles,B1 LEMA,2,8,13
4,Small_flies,B1 LEMA,1,10,4
4,Bees,B2 LEMA,1,4,1
4,Flower_beetles,B2 CHFU,1,11,10
4,Flower_beetles,B2 LEMA,1,8,13
4,Small_flies,B2 LEMA,2,10,4
4,Bees,B4 LEMA,3,4,1
4,Flower_beetles,B5 CHFU,1,11,10
4,Flower_beetles,B5 LEMA,1,8,13
4,Small_flies,B5 LEMA,1,10,4
4,Flower_beetles,B6 CHFU,2,11,10
4,Small_flies,B6 CHFU,4,3,11
4,Small_flies,C1 LEMA,1,10,4
4,Bees,C2 LEMA,1,4,1
4,Flies,C2 LEMA,4,1,1
4,Flower_beetles,C2 LEMA,2,8,13
4,Hoverflies,C2 LEMA,1,4,7
4,Small_flies,C2 LEMA,2,10,4
4,Flower_beetles,C3 CHFU,1,11,10
4,Bees,C4 LEMA,1,4,1
4,Flower_beetles,C4 LEMA,1,8,13
4,Hoverflies,C4 LEMA,2,4,7
4,Small_beetles,C4 LEMA,1,1,3
4,Flies,C5 LEMA,1,1,1
4,Hoverflies,C5 CHFU,1,6,5
4,Hoverflies,C5 LEMA,1,4,7
4,Small_flies,C6 LEMA,1,10,4
4,Flower_beetles,D2 CHFU,1,11,10
4,Hoverflies,D5 CHFU,1,6,5
4,Small_flies,D5 LEMA,1,10,4
4,Small_flies,D6 CHFU,1,3,11
4,Flower_beetles,E1 LEMA,3,8,13
4,Small_beetles,E1 CHFU,1,1,3
4,Small_flies,E1 LEMA,3,10,4
4,Flower_beetles,E2 CHFU,1,11,10
4,Hoverflies,E2 CHFU,1,6,5
4,Flower_beetles,E4 CHFU,1,11,10
4,Hoverflies,E4 CHFU,1,6,5
4,Hoverflies,E4 LEMA,3,4,7
4,Small_beetles,E4 LEMA,1,1,3
4,Small_flies,E5 LEMA,2,10,4
4,Bees,F1 LEMA,1,4,1
4,Flower_beetles,F1 CHFU,1,11,10
4,Hoverflies,F1 CHFU,1,6,5
4,Flies,F2 CHFU,1,0,2
4,Flower_beetles,F3 LEMA,1,8,13
4,Flower_beetles,F4 CHFU,3,11,10
4,Small_flies,F5 CHFU,2,3,11
4,Small_flies,F5 LEMA,4,10,4
4,Flower_beetles,F6 CHFU,3,11,10
4,Flower_beetles,F6 LEMA,3,8,13
5,Hoverflies,A1 LEMA,1,5,7
5,Small_beetles,A1 CHFU,1,4,2
5,Small_flies,A1 CHFU,2,7,9
5,Beetles,A2 LEMA,1,0,0
5,Hoverflies,A2 CHFU,4,6,6
5,Flies,A3 CHFU,1,2,1
5,Hoverflies,A3 CHFU,2,6,6
