node_id,module,layer_id,type,species,layer_name,Plot
1,1,2,plant,A1 LEMA,LEMA,1
2,3,1,plant,A2 CHFU,CHFU,1
3,1,2,plant,A2 LEMA,LEMA,1
4,4,1,plant,A3 CHFU,CHFU,1
5,6,2,plant,A3 LEMA,LEMA,1
6,1,2,plant,A4 LEMA,LEMA,1
7,5,2,plant,A5 LEMA,LEMA,1
8,6,2,plant,A6 LEMA,LEMA,1
9,10,1,plant,B1 CHFU,CHFU,1
10,8,2,plant,B1 LEMA,LEMA,1
11,4,1,plant,B2 CHFU,CHFU,1
12,1,2,plant,B2 LEMA,LEMA,1
13,4,3,plant,B2 ME,ME,1
14,1,2,plant,B5 LEMA,LEMA,1
15,7,2,plant,C1 LEMA,LEMA,1
16,5,2,plant,C2 LEMA,LEMA,1
17,6,2,plant,C3 LEMA,LEMA,1
18,3,1,plant,C4 CHFU,CHFU,1
19,9,2,plant,C4 LEMA,LEMA,1
20,3,1,plant,C5 CHFU,CHFU,1
21,8,2,plant,C5 LEMA,LEMA,1
22,9,2,plant,D1 LEMA,LEMA,1
23,1,2,plant,D2 LEMA,LEMA,1
24,7,3,plant,D2 ME,ME,1
25,5,2,plant,D3 LEMA,LEMA,1
26,11,2,plant,D4 LEMA,LEMA,1
27,6,2,plant,D5 LEMA,LEMA,1
28,1,2,plant,E1 LEMA,LEMA,1
29,3,1,plant,E2 CHFU,CHFU,1
30,2,2,plant,E2 LEMA,LEMA,1
31,1,2,plant,E3 LEMA,LEMA,1
32,2,3,plant,E3 ME,ME,1
33,1,2,plant,E4 LEMA,LEMA,1
34,3,1,plant,E5 CHFU,CHFU,1
35,1,2,plant,E5 LEMA,LEMA,1
36,1,2,plant,E6 LEMA,LEMA,1
37,2,2,plant,F1 LEMA,LEMA,1
38,5,2,plant,F2 LEMA,LEMA,1
39,1,2,plant,F3 LEMA,LEMA,1
40,3,1,plant,F4 CHFU,CHFU,1
41,11,2,plant,F4 LEMA,LEMA,1
42,1,2,plant,F5 LEMA,LEMA,1
43,8,2,plant,F6 LEMA,LEMA,1
44,9,2,pollinator,Andrena_cinerea,LEMA,1
45,6,2,pollinator,Anthaxia_semicuprea,LEMA,1
46,5,2,pollinator,Chrysomelidae,LEMA,1
47,3,1,pollinator,Dilophus_sp.,CHFU,1
47,5,2,pollinator,Dilophus_sp.,LEMA,1
48,3,1,pollinator,Diptera,CHFU,1
48,8,2,pollinator,Diptera,LEMA,1
49,4,1,pollinator,Empididae,CHFU,1
49,4,3,pollinator,Empididae,ME,1
50,10,1,pollinator,Eupeodes_corollae,CHFU,1
50,8,2,pollinator,Eupeodes_corollae,LEMA,1
51,9,2,pollinator,Melyridae,LEMA,1
52,11,2,pollinator,Mordellidae,LEMA,1
53,7,2,pollinator,Musca_sp.,LEMA,1
53,7,3,pollinator,Musca_sp.,ME,1
54,6,2,pollinator,Odontomyia_sp.,LEMA,1
55,8,2,pollinator,Oedemeridae,LEMA,1
56,1,2,pollinator,Psilothrix_viridicoerulea,LEMA,1
57,2,2,pollinator,Scaeva_sp.,LEMA,1
58,4,1,pollinator,Sphaerophoria_scripta,CHFU,1
58,2,2,pollinator,Sphaerophoria_scripta,LEMA,1
58,2,3,pollinator,Sphaerophoria_scripta,ME,1
