layer_from,node_from,layer_to,node_to,weight,Plot
PUPA,C5 PUPA,PUPA,Butterflies,1,8
PUPA,C6 PUPA,PUPA,Humbleflies,1,8
PUPA,D2 PUPA,PUPA,Butterflies,0.5,8
PUPA,D2 PUPA,PUPA,Humbleflies,0.5,8
PUPA,D3 PUPA,PUPA,Bees,0.5833333333333334,8
PUPA,D3 PUPA,PUPA,Butterflies,0.16666666666666666,8
PUPA,D3 PUPA,PUPA,Flower_beetles,0.08333333333333333,8
PUPA,D3 PUPA,PUPA,Humbleflies,0.16666666666666666,8
PUPA,D4 PUPA,PUPA,Humbleflies,1,8
PUPA,D5 PUPA,PUPA,Bees,0.3333333333333333,8
PUPA,D5 PUPA,PUPA,Humbleflies,0.6666666666666666,8
PUPA,D6 PUPA,PUPA,Bees,0.1,8
PUPA,D6 PUPA,PUPA,Butterflies,0.4,8
PUPA,D6 PUPA,PUPA,Flower_beetles,0.1,8
PUPA,D6 PUPA,PUPA,Humbleflies,0.3,8
PUPA,D6 PUPA,PUPA,Small_beetles,0.1,8
PUPA,E1 PUPA,PUPA,Bees,0.25,8
PUPA,E1 PUPA,PUPA,Hoverflies,0.5,8
PUPA,E1 PUPA,PUPA,Humbleflies,0.25,8
PUPA,E2 PUPA,PUPA,House_flies,0.3333333333333333,8
PUPA,E2 PUPA,PUPA,Humbleflies,0.6666666666666666,8
PUPA,E3 PUPA,PUPA,Butterflies,0.25,8
PUPA,E3 PUPA,PUPA,Humbleflies,0.75,8
PUPA,E5 PUPA,PUPA,Bees,1,8
PUPA,E6 PUPA,PUPA,Butterflies,1,8
PUPA,F1 PUPA,PUPA,Humbleflies,1,8
PUPA,F2 PUPA,PUPA,Flower_beetles,0.3333333333333333,8
PUPA,F2 PUPA,PUPA,Humbleflies,0.6666666666666666,8
PUPA,F3 PUPA,PUPA,Bees,0.5,8
PUPA,F3 PUPA,PUPA,Butterflies,0.25,8
PUPA,F3 PUPA,PUPA,Small_flies,0.25,8
PUPA,F4 PUPA,PUPA,Bees,0.25,8
PUPA,F4 PUPA,PUPA,Humbleflies,0.75,8
PUPA,F5 PUPA,PUPA,Butterflies,1,8
CHFU,Flies,CHFU,A2 CHFU,0.2692307692307692,8
CHFU,Flies,CHFU,A3 CHFU,0.038461538461538464,8
CHFU,Hoverflies,CHFU,A3 CHFU,0.07692307692307693,8
CHFU,Flies,CHFU,A4 CHFU,0.038461538461538464,8
CHFU,Small_flies,CHFU,A4 CHFU,0.041666666666666664,8
CHFU,Flies,CHFU,A5 CHFU,0.038461538461538464,8
CHFU,Small_flies,CHFU,A5 CHFU,0.08333333333333333,8
CHFU,Flies,CHFU,A6 CHFU,0.038461538461538464,8
CHFU,Hoverflies,CHFU,A6 CHFU,0.07692307692307693,8
CHFU,Small_flies,CHFU,A6 CHFU,0.041666666666666664,8
CHFU,Small_flies,CHFU,B1 CHFU,0.041666666666666664,8
CHFU,Flies,CHFU,B2 CHFU,0.15384615384615385,8
CHFU,Hoverflies,CHFU,B2 CHFU,0.07692307692307693,8
CHFU,Hoverflies,CHFU,B3 CHFU,0.07692307692307693,8
CHFU,Small_flies,CHFU,B4 CHFU,0.041666666666666664,8
CHFU,Flies,CHFU,B5 CHFU,0.038461538461538464,8
CHFU,Hoverflies,CHFU,B5 CHFU,0.07692307692307693,8
CHFU,Small_flies,CHFU,B5 CHFU,0.08333333333333333,8
CHFU,Small_flies,CHFU,B6 CHFU,0.041666666666666664,8
CHFU,Hoverflies,CHFU,C2 CHFU,0.07692307692307693,8
CHFU,Bees,CHFU,C3 CHFU,0.5,8
CHFU,Hoverflies,CHFU,C3 CHFU,0.07692307692307693,8
CHFU,Small_flies,CHFU,C3 CHFU,0.041666666666666664,8
CHFU,Small_flies,CHFU,C4 CHFU,0.041666666666666664,8
CHFU,Flies,CHFU,C6 CHFU,0.19230769230769232,8
CHFU,Small_flies,CHFU,C6 CHFU,0.041666666666666664,8
CHFU,Hoverflies,CHFU,D1 CHFU,0.23076923076923078,8
CHFU,Hoverflies,CHFU,D2 CHFU,0.07692307692307693,8
CHFU,Small_beetles,CHFU,D2 CHFU,1,8
CHFU,Small_flies,CHFU,D2 CHFU,0.041666666666666664,8
CHFU,Small_flies,CHFU,D3 CHFU,0.041666666666666664,8
CHFU,Flies,CHFU,D5 CHFU,0.038461538461538464,8
CHFU,House_flies,CHFU,D5 CHFU,0.5,8
CHFU,Small_flies,CHFU,D5 CHFU,0.08333333333333333,8
CHFU,Hoverflies,CHFU,D6 CHFU,0.07692307692307693,8
CHFU,Flies,CHFU,E1 CHFU,0.15384615384615385,8
CHFU,Hoverflies,CHFU,E2 CHFU,0.07692307692307693,8
CHFU,Small_flies,CHFU,E3 CHFU,0.041666666666666664,8
CHFU,Bees,CHFU,E4 CHFU,0.5,8
CHFU,Small_flies,CHFU,E4 CHFU,0.08333333333333333,8
CHFU,House_flies,CHFU,E5 CHFU,0.5,8
CHFU,Small_flies,CHFU,E5 CHFU,0.041666666666666664,8
CHFU,Small_flies,CHFU,F3 CHFU,0.041666666666666664,8
CHFU,Small_flies,CHFU,F4 CHFU,0.041666666666666664,8
CHFU,Small_flies,CHFU,F6 CHFU,0.08333333333333333,8
LEMA,Flower_beetles,LEMA,A1 LEMA,0.02,8
LEMA,Hoverflies,LEMA,A1 LEMA,0.07692307692307693,8
LEMA,Small_beetles,LEMA,A1 LEMA,0.18181818181818182,8
LEMA,Flower_beetles,LEMA,A2 LEMA,0.02,8
LEMA,Hoverflies,LEMA,A2 LEMA,0.15384615384615385,8
LEMA,House_flies,LEMA,A3 LEMA,1,8
LEMA,Hoverflies,LEMA,A3 LEMA,0.07692307692307693,8
LEMA,Small_flies,LEMA,A3 LEMA,0.05263157894736842,8
LEMA,Bees,LEMA,A4 LEMA,0.14285714285714285,8
LEMA,Flower_beetles,LEMA,A4 LEMA,0.02,8
LEMA,Flower_beetles,LEMA,A5 LEMA,0.04,8
LEMA,Hoverflies,LEMA,A5 LEMA,0.15384615384615385,8
LEMA,Hoverflies,LEMA,B2 LEMA,0.07692307692307693,8
LEMA,Small_beetles,LEMA,B2 LEMA,0.18181818181818182,8
LEMA,Small_flies,LEMA,B2 LEMA,0.05263157894736842,8
LEMA,Flower_beetles,LEMA,B3 LEMA,0.1,8
LEMA,Small_beetles,LEMA,B3 LEMA,0.09090909090909091,8
LEMA,Small_flies,LEMA,B3 LEMA,0.05263157894736842,8
LEMA,Bees,LEMA,B4 LEMA,0.14285714285714285,8
LEMA,Small_flies,LEMA,B4 LEMA,0.15789473684210525,8
LEMA,Bees,LEMA,B5 LEMA,0.2857142857142857,8
LEMA,Flower_beetles,LEMA,B5 LEMA,0.1,8
LEMA,Small_beetles,LEMA,B5 LEMA,0.09090909090909091,8
LEMA,Small_flies,LEMA,B5 LEMA,0.15789473684210525,8
LEMA,Flower_beetles,LEMA,B6 LEMA,0.02,8
LEMA,Small_beetles,LEMA,C1 LEMA,0.09090909090909091,8
LEMA,Bees,LEMA,C2 LEMA,0.14285714285714285,8
LEMA,Flower_beetles,LEMA,C2 LEMA,0.08,8
LEMA,Hoverflies,LEMA,C2 LEMA,0.07692307692307693,8
LEMA,Small_beetles,LEMA,C2 LEMA,0.09090909090909091,8
LEMA,Small_flies,LEMA,C2 LEMA,0.05263157894736842,8
LEMA,Flower_beetles,LEMA,C3 LEMA,0.12,8
LEMA,Bees,LEMA,C4 LEMA,0.14285714285714285,8
LEMA,Flower_beetles,LEMA,C4 LEMA,0.06,8
LEMA,Small_beetles,LEMA,C4 LEMA,0.09090909090909091,8
LEMA,Small_flies,LEMA,C4 LEMA,0.15789473684210525,8
LEMA,Flower_beetles,LEMA,D1 LEMA,0.04,8
LEMA,Small_flies,LEMA,D1 LEMA,0.10526315789473684,8
LEMA,Flower_beetles,LEMA,D2 LEMA,0.06,8
LEMA,Hoverflies,LEMA,D2 LEMA,0.23076923076923078,8
LEMA,Flower_beetles,LEMA,D3 LEMA,0.02,8
LEMA,Flower_beetles,LEMA,D4 LEMA,0.02,8
LEMA,Hoverflies,LEMA,D4 LEMA,0.07692307692307693,8
LEMA,Flower_beetles,LEMA,D5 LEMA,0.02,8
LEMA,Flower_beetles,LEMA,D6 LEMA,0.02,8
LEMA,Flower_beetles,LEMA,E1 LEMA,0.02,8
LEMA,Flies,LEMA,E2 LEMA,1,8
LEMA,Flower_beetles,LEMA,E2 LEMA,0.02,8
LEMA,Small_flies,LEMA,E2 LEMA,0.05263157894736842,8
LEMA,Flower_beetles,LEMA,E3 LEMA,0.02,8
LEMA,Bees,LEMA,E4 LEMA,0.14285714285714285,8
LEMA,Small_flies,LEMA,E4 LEMA,0.05263157894736842,8
LEMA,Flower_beetles,LEMA,E5 LEMA,0.02,8
LEMA,Flower_beetles,LEMA,E6 LEMA,0.02,8
LEMA,Small_beetles,LEMA,F1 LEMA,0.09090909090909091,8
LEMA,Flower_beetles,LEMA,F2 LEMA,0.02,8
LEMA,Hoverflies,LEMA,F2 LEMA,0.07692307692307693,8
LEMA,Small_flies,LEMA,F3 LEMA,0.05263157894736842,8
LEMA,Flower_beetles,LEMA,F4 LEMA,0.12,8
LEMA,Small_beetles,LEMA,F4 LEMA,0.09090909090909091,8
LEMA,Small_flies,LEMA,F6 LEMA,0.05263157894736842,8
ME,Hoverflies,ME,B5 ME,1,8
ME,Small_flies,ME,B5 ME,1,8
ME,House_flies,ME,C5 ME,1,8
ME,Bees,ME,E2 ME,0.5,8
ME,Flower_beetles,ME,E2 ME,0.5,8
ME,Bees,ME,E6 ME,0.5,8
ME,Flower_beetles,ME,F5 ME,0.5,8
PUPA,Hoverflies,PUPA,A2 PUPA,0.3333333333333333,8
PUPA,Bees,PUPA,B2 PUPA,0.10526315789473684,8
PUPA,Butterflies,PUPA,B2 PUPA,0.08823529411764706,8
PUPA,Butterflies,PUPA,B3 PUPA,0.029411764705882353,8
PUPA,House_flies,PUPA,B3 PUPA,0.5,8
PUPA,Humbleflies,PUPA,B3 PUPA,0.07317073170731707,8
PUPA,Butterflies,PUPA,B4 PUPA,0.058823529411764705,8
PUPA,Humbleflies,PUPA,B4 PUPA,0.024390243902439025,8
PUPA,Humbleflies,PUPA,B5 PUPA,0.024390243902439025,8
PUPA,Butterflies,PUPA,B6 PUPA,0.029411764705882353,8
PUPA,Butterflies,PUPA,C2 PUPA,0.029411764705882353,8
PUPA,Humbleflies,PUPA,C2 PUPA,0.024390243902439025,8
PUPA,Bees,PUPA,C3 PUPA,0.15789473684210525,8
PUPA,Butterflies,PUPA,C3 PUPA,0.08823529411764706,8
PUPA,Humbleflies,PUPA,C3 PUPA,0.14634146341463414,8
PUPA,Butterflies,PUPA,C4 PUPA,0.029411764705882353,8
PUPA,Humbleflies,PUPA,C4 PUPA,0.024390243902439025,8
PUPA,Butterflies,PUPA,C5 PUPA,0.23529411764705882,8
PUPA,Humbleflies,PUPA,C6 PUPA,0.024390243902439025,8
PUPA,Butterflies,PUPA,D2 PUPA,0.08823529411764706,8
PUPA,Humbleflies,PUPA,D2 PUPA,0.07317073170731707,8
PUPA,Bees,PUPA,D3 PUPA,0.3684210526315789,8
PUPA,Butterflies,PUPA,D3 PUPA,0.058823529411764705,8
PUPA,Flower_beetles,PUPA,D3 PUPA,0.3333333333333333,8
PUPA,Humbleflies,PUPA,D3 PUPA,0.04878048780487805,8
PUPA,Humbleflies,PUPA,D4 PUPA,0.07317073170731707,8
PUPA,Bees,PUPA,D5 PUPA,0.05263157894736842,8
PUPA,Humbleflies,PUPA,D5 PUPA,0.04878048780487805,8
PUPA,Bees,PUPA,D6 PUPA,0.05263157894736842,8
PUPA,Butterflies,PUPA,D6 PUPA,0.11764705882352941,8
PUPA,Flower_beetles,PUPA,D6 PUPA,0.3333333333333333,8
PUPA,Humbleflies,PUPA,D6 PUPA,0.07317073170731707,8
PUPA,Small_beetles,PUPA,D6 PUPA,1,8
PUPA,Bees,PUPA,E1 PUPA,0.05263157894736842,8
PUPA,Hoverflies,PUPA,E1 PUPA,0.6666666666666666,8
PUPA,Humbleflies,PUPA,E1 PUPA,0.024390243902439025,8
PUPA,House_flies,PUPA,E2 PUPA,0.5,8
PUPA,Humbleflies,PUPA,E2 PUPA,0.04878048780487805,8
PUPA,Butterflies,PUPA,E3 PUPA,0.029411764705882353,8
PUPA,Humbleflies,PUPA,E3 PUPA,0.07317073170731707,8
PUPA,Bees,PUPA,E5 PUPA,0.05263157894736842,8
PUPA,Butterflies,PUPA,E6 PUPA,0.029411764705882353,8
PUPA,Humbleflies,PUPA,F1 PUPA,0.07317073170731707,8
PUPA,Flower_beetles,PUPA,F2 PUPA,0.3333333333333333,8
PUPA,Humbleflies,PUPA,F2 PUPA,0.04878048780487805,8
PUPA,Bees,PUPA,F3 PUPA,0.10526315789473684,8
PUPA,Butterflies,PUPA,F3 PUPA,0.029411764705882353,8
PUPA,Small_flies,PUPA,F3 PUPA,1,8
PUPA,Bees,PUPA,F4 PUPA,0.05263157894736842,8
PUPA,Humbleflies,PUPA,F4 PUPA,0.07317073170731707,8
PUPA,Butterflies,PUPA,F5 PUPA,0.058823529411764705,8
CHFU,Bees,LEMA,Bees,0.375,8
LEMA,Bees,CHFU,Bees,0.42857142857142855,8
CHFU,Bees,ME,Bees,0.25,8
ME,Bees,CHFU,Bees,0.5,8
CHFU,Bees,PUPA,Bees,0,8
PUPA,Bees,CHFU,Bees,0,8
LEMA,Bees,ME,Bees,0.5714285714285714,8
ME,Bees,LEMA,Bees,1,8
LEMA,Bees,PUPA,Bees,0.14285714285714285,8
PUPA,Bees,LEMA,Bees,0.2,8
ME,Bees,PUPA,Bees,0,8
PUPA,Bees,ME,Bees,0,8
CHFU,Flies,LEMA,Flies,0.375,8
LEMA,Flies,CHFU,Flies,0.42857142857142855,8
LEMA,Flower_beetles,ME,Flower_beetles,0.5714285714285714,8
ME,Flower_beetles,LEMA,Flower_beetles,1,8
LEMA,Flower_beetles,PUPA,Flower_beetles,0.14285714285714285,8
PUPA,Flower_beetles,LEMA,Flower_beetles,0.2,8
ME,Flower_beetles,PUPA,Flower_beetles,0,8
PUPA,Flower_beetles,ME,Flower_beetles,0,8
CHFU,House_flies,LEMA,House_flies,0.375,8
LEMA,House_flies,CHFU,House_flies,0.42857142857142855,8
CHFU,House_flies,ME,House_flies,0.25,8
ME,House_flies,CHFU,House_flies,0.5,8
CHFU,House_flies,PUPA,House_flies,0,8
PUPA,House_flies,CHFU,House_flies,0,8
LEMA,House_flies,ME,House_flies,0.5714285714285714,8
ME,House_flies,LEMA,House_flies,1,8
LEMA,House_flies,PUPA,House_flies,0.14285714285714285,8
PUPA,House_flies,LEMA,House_flies,0.2,8
ME,House_flies,PUPA,House_flies,0,8
PUPA,House_flies,ME,House_flies,0,8
CHFU,Hoverflies,LEMA,Hoverflies,0.375,8
LEMA,Hoverflies,CHFU,Hoverflies,0.42857142857142855,8
CHFU,Hoverflies,ME,Hoverflies,0.25,8
ME,Hoverflies,CHFU,Hoverflies,0.5,8
CHFU,Hoverflies,PUPA,Hoverflies,0,8
PUPA,Hoverflies,CHFU,Hoverflies,0,8
LEMA,Hoverflies,ME,Hoverflies,0.5714285714285714,8
ME,Hoverflies,LEMA,Hoverflies,1,8
LEMA,Hoverflies,PUPA,Hoverflies,0.14285714285714285,8
PUPA,Hoverflies,LEMA,Hoverflies,0.2,8
ME,Hoverflies,PUPA,Hoverflies,0,8
PUPA,Hoverflies,ME,Hoverflies,0,8
CHFU,Small_beetles,LEMA,Small_beetles,0.375,8
LEMA,Small_beetles,CHFU,Small_beetles,0.42857142857142855,8
CHFU,Small_beetles,PUPA,Small_beetles,0,8
PUPA,Small_beetles,CHFU,Small_beetles,0,8
LEMA,Small_beetles,PUPA,Small_beetles,0.14285714285714285,8
PUPA,Small_beetles,LEMA,Small_beetles,0.2,8
CHFU,Small_flies,LEMA,Small_flies,0.375,8
LEMA,Small_flies,CHFU,Small_flies,0.42857142857142855,8
CHFU,Small_flies,ME,Small_flies,0.25,8
ME,Small_flies,CHFU,Small_flies,0.5,8
CHFU,Small_flies,PUPA,Small_flies,0,8
PUPA,Small_flies,CHFU,Small_flies,0,8
LEMA,Small_flies,ME,Small_flies,0.5714285714285714,8
ME,Small_flies,LEMA,Small_flies,1,8
LEMA,Small_flies,PUPA,Small_flies,0.14285714285714285,8
PUPA,Small_flies,LEMA,Small_flies,0.2,8
ME,Small_flies,PUPA,Small_flies,0,8
PUPA,Small_flies,ME,Small_flies,0,8
CHFU,A2 CHFU,CHFU,Hoverflies,0.25,9
CHFU,A2 CHFU,CHFU,Small_flies,0.75,9
CHFU,A3 CHFU,CHFU,Small_flies,1,9
CHFU,A4 CHFU,CHFU,Small_flies,1,9
CHFU,A6 CHFU,CHFU,Small_flies,1,9
CHFU,B1 CHFU,CHFU,Flies,0.3333333333333333,9
CHFU,B1 CHFU,CHFU,House_flies,0.3333333333333333,9
CHFU,B1 CHFU,CHFU,Small_flies,0.3333333333333333,9
CHFU,B2 CHFU,CHFU,Small_flies,1,9
CHFU,B3 CHFU,CHFU,Small_beetles,1,9
CHFU,C1 CHFU,CHFU,Hoverflies,1,9
CHFU,C3 CHFU,CHFU,Hoverflies,1,9
CHFU,C5 CHFU,CHFU,Hoverflies,1,9
CHFU,C6 CHFU,CHFU,Hoverflies,0.5,9
CHFU,C6 CHFU,CHFU,Small_flies,0.5,9
CHFU,D2 CHFU,CHFU,Hoverflies,1,9
CHFU,D3 CHFU,CHFU,Hoverflies,1,9
CHFU,D4 CHFU,CHFU,Hoverflies,0.2,9
CHFU,D4 CHFU,CHFU,Small_flies,0.8,9
CHFU,E1 CHFU,CHFU,House_flies,0.2,9
CHFU,E1 CHFU,CHFU,Small_flies,0.8,9
CHFU,E3 CHFU,CHFU,Flower_beetles,0.5,9
CHFU,E3 CHFU,CHFU,Small_flies,0.5,9
CHFU,E4 CHFU,CHFU,House_flies,0.3333333333333333,9
CHFU,E4 CHFU,CHFU,Hoverflies,0.3333333333333333,9
CHFU,E4 CHFU,CHFU,Small_flies,0.3333333333333333,9
CHFU,E5 CHFU,CHFU,Bees,1,9
CHFU,F1 CHFU,CHFU,Small_flies,1,9
CHFU,F4 CHFU,CHFU,Small_flies,1,9
CHFU,F5 CHFU,CHFU,Small_flies,1,9
CHFU,F6 CHFU,CHFU,Small_flies,1,9
LEMA,A3 LEMA,LEMA,Flower_beetles,1,9
LEMA,A5 LEMA,LEMA,Flower_beetles,0.3333333333333333,9
LEMA,A5 LEMA,LEMA,Small_flies,0.6666666666666666,9
LEMA,B2 LEMA,LEMA,Flower_beetles,1,9
LEMA,B4 LEMA,LEMA,Flower_beetles,0.75,9
LEMA,B4 LEMA,LEMA,Hoverflies,0.25,9
LEMA,B5 LEMA,LEMA,Flower_beetles,0.7777777777777778,9
LEMA,B5 LEMA,LEMA,Small_flies,0.2222222222222222,9
LEMA,B6 LEMA,LEMA,Flower_beetles,1,9
LEMA,C3 LEMA,LEMA,Small_flies,1,9
LEMA,C4 LEMA,LEMA,Flower_beetles,0.75,9
LEMA,C4 LEMA,LEMA,Hoverflies,0.25,9
LEMA,C5 LEMA,LEMA,Flower_beetles,0.6,9
LEMA,C5 LEMA,LEMA,Hoverflies,0.2,9
LEMA,C5 LEMA,LEMA,Small_beetles,0.2,9
LEMA,D2 LEMA,LEMA,Flower_beetles,0.75,9
LEMA,D2 LEMA,LEMA,Hoverflies,0.25,9
LEMA,D3 LEMA,LEMA,Flower_beetles,1,9
LEMA,D5 LEMA,LEMA,Small_flies,1,9
LEMA,D6 LEMA,LEMA,Flower_beetles,1,9
LEMA,E1 LEMA,LEMA,Flower_beetles,1,9
LEMA,E2 LEMA,LEMA,Flower_beetles,0.3333333333333333,9
LEMA,E2 LEMA,LEMA,Hoverflies,0.3333333333333333,9
LEMA,E2 LEMA,LEMA,Small_beetles,0.3333333333333333,9
LEMA,E3 LEMA,LEMA,Flower_beetles,0.5384615384615384,9
LEMA,E3 LEMA,LEMA,Hoverflies,0.3076923076923077,9
LEMA,E3 LEMA,LEMA,Small_flies,0.15384615384615385,9
LEMA,E4 LEMA,LEMA,Bees,1,9
LEMA,E5 LEMA,LEMA,Flower_beetles,1,9
LEMA,E6 LEMA,LEMA,Flower_beetles,1,9
LEMA,F1 LEMA,LEMA,Small_flies,1,9
LEMA,F2 LEMA,LEMA,Flower_beetles,1,9
LEMA,F5 LEMA,LEMA,Flower_beetles,0.8,9
LEMA,F5 LEMA,LEMA,Small_beetles,0.2,9
LEMA,F6 LEMA,LEMA,Flower_beetles,0.6,9
LEMA,F6 LEMA,LEMA,Small_beetles,0.4,9
ME,D5 ME,ME,Flower_beetles,0.3333333333333333,9
ME,D5 ME,ME,House_flies,0.6666666666666666,9
ME,D6 ME,ME,Small_flies,1,9
ME,E3 ME,ME,House_flies,1,9
ME,E6 ME,ME,House_flies,1,9
ME,F4 ME,ME,House_flies,1,9
CHFU,Hoverflies,CHFU,A2 CHFU,0.1,9
CHFU,Small_flies,CHFU,A2 CHFU,0.08823529411764706,9
CHFU,Small_flies,CHFU,A3 CHFU,0.029411764705882353,9
CHFU,Small_flies,CHFU,A4 CHFU,0.029411764705882353,9
CHFU,Small_flies,CHFU,A6 CHFU,0.029411764705882353,9
CHFU,Flies,CHFU,B1 CHFU,1,9
CHFU,House_flies,CHFU,B1 CHFU,0.3333333333333333,9
CHFU,Small_flies,CHFU,B1 CHFU,0.029411764705882353,9
