node_id,module,layer_id,type,species,layer_name,Plot
1,2,2,plant,A1 LEMA,LEMA,6
2,1,1,plant,A2 CHFU,CHFU,6
3,4,1,plant,A3 CHFU,CHFU,6
4,5,2,plant,A3 LEMA,LEMA,6
5,3,2,plant,A4 LEMA,LEMA,6
6,2,1,plant,A5 CHFU,CHFU,6
7,1,1,plant,A6 CHFU,CHFU,6
8,1,2,plant,A6 LEMA,LEMA,6
9,5,2,plant,B1 LEMA,LEMA,6
10,4,2,plant,B2 LEMA,LEMA,6
11,5,1,plant,B3 CHFU,CHFU,6
12,3,2,plant,B3 LEMA,LEMA,6
13,3,2,plant,B4 LEMA,LEMA,6
14,1,2,plant,B5 LEMA,LEMA,6
15,2,2,plant,B6 LEMA,LEMA,6
16,2,2,plant,C1 LEMA,LEMA,6
17,4,2,plant,C3 LEMA,LEMA,6
18,6,2,plant,C4 LEMA,LEMA,6
19,3,2,plant,C6 LEMA,LEMA,6
20,1,2,plant,D1 LEMA,LEMA,6
21,6,2,plant,D2 LEMA,LEMA,6
22,6,2,plant,D3 LEMA,LEMA,6
23,1,2,plant,D4 LEMA,LEMA,6
24,7,2,plant,D5 LEMA,LEMA,6
25,5,2,plant,D6 LEMA,LEMA,6
26,4,2,plant,E1 LEMA,LEMA,6
27,3,2,plant,E2 LEMA,LEMA,6
28,6,1,plant,E3 CHFU,CHFU,6
29,3,3,plant,E5 ME,ME,6
30,6,1,plant,F2 CHFU,CHFU,6
31,2,2,plant,F2 LEMA,LEMA,6
32,1,2,plant,F3 LEMA,LEMA,6
33,3,2,plant,F4 LEMA,LEMA,6
34,2,2,plant,F5 LEMA,LEMA,6
35,4,2,plant,F6 LEMA,LEMA,6
36,6,1,pollinator,Bees,CHFU,6
36,6,2,pollinator,Bees,LEMA,6
37,7,2,pollinator,Beetles,LEMA,6
38,5,1,pollinator,Flies,CHFU,6
38,5,2,pollinator,Flies,LEMA,6
39,2,1,pollinator,Flower_beetles,CHFU,6
39,2,2,pollinator,Flower_beetles,LEMA,6
40,3,1,pollinator,Hoverflies,CHFU,6
40,3,2,pollinator,Hoverflies,LEMA,6
40,3,3,pollinator,Hoverflies,ME,6
41,4,1,pollinator,Small_beetles,CHFU,6
41,4,2,pollinator,Small_beetles,LEMA,6
42,1,1,pollinator,Small_flies,CHFU,6
42,1,2,pollinator,Small_flies,LEMA,6
